promo_id,game_id,season,game_date,homestand_id,opponent,day_of_week,weekend_flag,promo_name,promo_category,promo_type,primary_promo_flag,sponsor_attached_flag,giveaway_flag,fireworks_flag,theme_night_flag,family_flag,dog_day_flag,jersey_auction_flag,expected_fan_segment,public_announced_attendance,tickets_sold,scanned_attendance,scan_rate,no_show_ticket_quantity,no_show_rate,ticket_order_count,unique_ticket_buyers,repeat_buyer_count,repeat_buyer_rate,group_tickets,group_revenue,merch_net_sales,concession_net_sales,revenue_per_scanned_fan,merch_per_scanned_fan,concession_per_scanned_fan,in_park_spend_per_scanned_fan,total_revenue_indicator,fan_engagement_count,unique_engaged_fans,avg_engagement_score,follow_up_opportunity_count,high_priority_opportunity_count,crm_follow_up_task_count,future_revenue_opportunity,baseline_scanned_attendance,baseline_merch_per_scanned_fan,baseline_concession_per_scanned_fan,baseline_revenue_per_scanned_fan,baseline_repeat_buyer_rate,scanned_attendance_lift_vs_slot,merch_lift_per_scanned_fan,concession_lift_per_scanned_fan,revenue_lift_per_scanned_fan,repeat_buyer_rate_lift_vs_slot,total_value_index,recommendation,recommendation_reason
PROMO_00052,TP_2023_038,2023,2023-06-24,2023_HS_06,Montgomery,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6683,9145,8563,0.9364,582,0.0636,2538,1538,1478,0.961,996,14657.47,15115.15,46102.24,19.61,1.77,5.38,7.15,229152.58,1042,683,26.3599,30,22,10,11330.79,7110,1.8,5.15,19.17,0.9054,1453,-0.04,0.23,0.44,0.0556,65.1,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00053,TP_2023_039,2023,2023-06-25,2023_HS_06,Montgomery,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,4384,5884,5201,0.8839,683,0.1161,1531,1122,1068,0.9519,1062,13830.02,9127.45,29694.19,17.99,1.75,5.71,7.46,132363.46,624,439,26.9054,36,32,13,11588.21,5532,1.55,5.51,17.87,0.943,-331,0.2,0.2,0.12,0.0088,45.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00054,TP_2023_039,2023,2023-06-25,2023_HS_06,Montgomery,Sunday,True,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,4384,5884,5201,0.8839,683,0.1161,1531,1122,1068,0.9519,1062,13830.02,9127.45,29694.19,17.99,1.75,5.71,7.46,132363.46,624,439,26.9054,36,32,13,11588.21,5532,1.55,5.51,17.87,0.943,-331,0.2,0.2,0.12,0.0088,45.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00055,TP_2023_040,2023,2023-07-04,2023_HS_07,Chattanooga,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,7500,8131,6574,0.8085,1557,0.1915,2447,1592,1389,0.8725,358,4894.41,9280.91,31432.47,19.62,1.41,4.78,6.19,169666.38,819,571,26.2796,45,39,26,24564.54,4627,1.26,4.47,19.43,0.7766,1947,0.15,0.31,0.19,0.0959,41.4,review,Mixed performance; needs review before committing future promo inventory
PROMO_00056,TP_2023_041,2023,2023-07-05,2023_HS_07,Chattanooga,Wednesday,False,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,4150,5063,4102,0.8102,961,0.1898,1373,1071,979,0.9141,839,11251.33,4093.08,16796.57,19.39,1.0,4.09,5.09,100442.98,510,384,27.5686,41,37,22,24073.62,4346,1.22,4.47,19.43,0.8908,-244,-0.23,-0.37,-0.04,0.0233,25.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00057,TP_2023_041,2023,2023-07-05,2023_HS_07,Chattanooga,Wednesday,False,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,4150,5063,4102,0.8102,961,0.1898,1373,1071,979,0.9141,839,11251.33,4093.08,16796.57,19.39,1.0,4.09,5.09,100442.98,510,384,27.5686,41,37,22,24073.62,4346,1.22,4.47,19.43,0.8908,-244,-0.23,-0.37,-0.04,0.0233,25.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00058,TP_2023_042,2023,2023-07-06,2023_HS_07,Chattanooga,Thursday,False,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,4046,4969,4243,0.8539,726,0.1461,1400,1096,1030,0.9398,568,8308.35,4908.38,18678.04,18.32,1.16,4.4,5.56,101302.27,511,384,25.8787,30,29,13,14556.52,4527,1.26,4.39,18.5,0.8373,-284,-0.1,0.01,-0.19,0.1024,28.0,review,Mixed performance; needs review before committing future promo inventory
PROMO_00059,TP_2023_042,2023,2023-07-06,2023_HS_07,Chattanooga,Thursday,False,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,4046,4969,4243,0.8539,726,0.1461,1400,1096,1030,0.9398,568,8308.35,4908.38,18678.04,18.32,1.16,4.4,5.56,101302.27,511,384,25.8787,30,29,13,14556.52,4527,1.26,4.39,18.5,0.8373,-284,-0.1,0.01,-0.19,0.1024,28.0,review,Mixed performance; needs review before committing future promo inventory
PROMO_00060,TP_2023_043,2023,2023-07-07,2023_HS_07,Chattanooga,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6007,8253,7795,0.9445,458,0.0555,2267,1502,1418,0.9441,924,12133.76,15393.63,35508.09,19.15,1.97,4.56,6.53,200165.9,908,632,25.5143,29,26,15,15205.72,6716,1.89,5.34,19.28,0.877,1078,0.09,-0.79,-0.13,0.067,57.6,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00061,TP_2023_044,2023,2023-07-08,2023_HS_07,Chattanooga,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,5058,6758,6399,0.9469,359,0.0531,1892,1358,1292,0.9514,682,8867.26,9690.8,32594.14,19.28,1.51,5.09,6.61,165653.81,792,555,25.1187,30,19,13,10469.79,7110,1.8,5.15,19.17,0.9054,-711,-0.29,-0.06,0.11,0.046,47.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00062,TP_2023_045,2023,2023-07-09,2023_HS_07,Chattanooga,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,4424,5745,5140,0.8947,605,0.1053,1629,1229,1176,0.9569,586,8628.44,7245.25,25800.54,18.15,1.41,5.02,6.43,126320.55,648,468,27.3873,35,32,18,17341.65,5532,1.55,5.51,17.87,0.943,-392,-0.14,-0.49,0.28,0.0138,38.0,review,Mixed performance; needs review before committing future promo inventory
PROMO_00063,TP_2023_045,2023,2023-07-09,2023_HS_07,Chattanooga,Sunday,True,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,4424,5745,5140,0.8947,605,0.1053,1629,1229,1176,0.9569,586,8628.44,7245.25,25800.54,18.15,1.41,5.02,6.43,126320.55,648,468,27.3873,35,32,18,17341.65,5532,1.55,5.51,17.87,0.943,-392,-0.14,-0.49,0.28,0.0138,38.0,review,Mixed performance; needs review before committing future promo inventory
PROMO_00064,TP_2023_046,2023,2023-07-25,2023_HS_08,Tennessee,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,4408,5443,4355,0.8001,1088,0.1999,1424,1154,944,0.818,998,14264.96,4918.36,18230.69,19.85,1.13,4.19,5.32,109614.35,524,385,25.8435,39,35,17,19248.77,4627,1.26,4.47,19.43,0.7766,-272,-0.13,-0.28,0.42,0.0414,27.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00065,TP_2023_047,2023,2023-07-26,2023_HS_08,Tennessee,Wednesday,False,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,5168,6407,5236,0.8172,1171,0.1828,1652,1302,1142,0.8771,1098,18225.77,5442.85,23249.86,19.96,1.04,4.44,5.48,133218.15,624,457,26.024,51,40,22,24008.35,4346,1.22,4.47,19.43,0.8908,890,-0.18,-0.03,0.53,-0.0137,36.5,review,Mixed performance; needs review before committing future promo inventory
PROMO_00066,TP_2023_047,2023,2023-07-26,2023_HS_08,Tennessee,Wednesday,False,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,5168,6407,5236,0.8172,1171,0.1828,1652,1302,1142,0.8771,1098,18225.77,5442.85,23249.86,19.96,1.04,4.44,5.48,133218.15,624,457,26.024,51,40,22,24008.35,4346,1.22,4.47,19.43,0.8908,890,-0.18,-0.03,0.53,-0.0137,36.5,review,Mixed performance; needs review before committing future promo inventory
PROMO_00067,TP_2023_048,2023,2023-07-27,2023_HS_08,Tennessee,Thursday,False,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,4130,5830,4926,0.8449,904,0.1551,1482,1196,1065,0.8905,1076,15507.71,6353.62,20771.32,18.67,1.29,4.22,5.51,119108.37,481,379,25.499,55,46,23,24797.66,4527,1.26,4.39,18.5,0.8373,399,0.03,-0.17,0.17,0.0531,35.3,review,Mixed performance; needs review before committing future promo inventory
PROMO_00068,TP_2023_048,2023,2023-07-27,2023_HS_08,Tennessee,Thursday,False,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,4130,5830,4926,0.8449,904,0.1551,1482,1196,1065,0.8905,1076,15507.71,6353.62,20771.32,18.67,1.29,4.22,5.51,119108.37,481,379,25.499,55,46,23,24797.66,4527,1.26,4.39,18.5,0.8373,399,0.03,-0.17,0.17,0.0531,35.3,review,Mixed performance; needs review before committing future promo inventory
PROMO_00069,TP_2023_049,2023,2023-07-28,2023_HS_08,Tennessee,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6237,7999,7546,0.9434,453,0.0566,2313,1647,1530,0.929,703,7348.37,14565.76,44376.44,19.8,1.93,5.88,7.81,208338.56,986,672,25.9422,33,25,11,12849.93,6716,1.89,5.34,19.28,0.877,830,0.04,0.54,0.52,0.0519,62.2,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00070,TP_2023_050,2023,2023-07-29,2023_HS_08,Tennessee,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6456,8303,7817,0.9415,486,0.0585,2328,1648,1553,0.9424,867,12499.32,12788.73,43258.26,19.59,1.64,5.53,7.17,209178.7,920,627,26.6359,39,31,19,16759.43,7110,1.8,5.15,19.17,0.9054,707,-0.16,0.38,0.42,0.037,60.5,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00071,TP_2023_051,2023,2023-07-30,2023_HS_08,Tennessee,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,4950,6826,6051,0.8865,775,0.1135,1871,1426,1371,0.9614,985,11724.82,8855.75,37902.16,17.85,1.46,6.26,7.73,154780.47,750,525,25.9293,52,48,21,23125.57,5532,1.55,5.51,17.87,0.943,519,-0.09,0.75,-0.02,0.0184,52.1,review,Mixed performance; needs review before committing future promo inventory
PROMO_00072,TP_2023_051,2023,2023-07-30,2023_HS_08,Tennessee,Sunday,True,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,4950,6826,6051,0.8865,775,0.1135,1871,1426,1371,0.9614,985,11724.82,8855.75,37902.16,17.85,1.46,6.26,7.73,154780.47,750,525,25.9293,52,48,21,23125.57,5532,1.55,5.51,17.87,0.943,519,-0.09,0.75,-0.02,0.0184,52.1,review,Mixed performance; needs review before committing future promo inventory
PROMO_00073,TP_2023_052,2023,2023-08-08,2023_HS_09,Mississippi,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,3657,5366,4329,0.8067,1037,0.1933,1206,1027,912,0.888,1588,23266.37,5274.97,21086.01,19.49,1.22,4.87,6.09,110723.34,459,348,25.5338,66,60,30,34350.04,4627,1.26,4.47,19.43,0.7766,-298,-0.04,0.4,0.06,0.1114,36.1,review,Mixed performance; needs review before committing future promo inventory
PROMO_00074,TP_2023_053,2023,2023-08-09,2023_HS_09,Mississippi,Wednesday,False,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,0,6314,5169,0.8187,1145,0.1813,1672,1340,1197,0.8933,945,12833.93,6540.27,24480.64,19.54,1.27,4.74,6.0,132044.73,596,432,27.1695,76,61,31,35620.0,4346,1.22,4.47,19.43,0.8908,823,0.04,0.27,0.11,0.0025,38.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00075,TP_2023_053,2023,2023-08-09,2023_HS_09,Mississippi,Wednesday,False,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,0,6314,5169,0.8187,1145,0.1813,1672,1340,1197,0.8933,945,12833.93,6540.27,24480.64,19.54,1.27,4.74,6.0,132044.73,596,432,27.1695,76,61,31,35620.0,4346,1.22,4.47,19.43,0.8908,823,0.04,0.27,0.11,0.0025,38.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00076,TP_2023_054,2023,2023-08-10,2023_HS_09,Mississippi,Thursday,False,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,3305,4144,3481,0.84,663,0.16,1126,960,887,0.924,600,9417.14,4005.75,15108.14,18.73,1.15,4.34,5.49,84318.76,397,310,26.2947,47,40,19,20013.55,4527,1.26,4.39,18.5,0.8373,-1046,-0.11,-0.05,0.23,0.0866,23.4,review,Mixed performance; needs review before committing future promo inventory
PROMO_00077,TP_2023_054,2023,2023-08-10,2023_HS_09,Mississippi,Thursday,False,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,3305,4144,3481,0.84,663,0.16,1126,960,887,0.924,600,9417.14,4005.75,15108.14,18.73,1.15,4.34,5.49,84318.76,397,310,26.2947,47,40,19,20013.55,4527,1.26,4.39,18.5,0.8373,-1046,-0.11,-0.05,0.23,0.0866,23.4,review,Mixed performance; needs review before committing future promo inventory
PROMO_00078,TP_2023_055,2023,2023-08-11,2023_HS_09,Mississippi,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,5595,7283,6872,0.9436,411,0.0564,2052,1557,1465,0.9409,748,9040.87,14237.42,37204.72,18.65,2.07,5.41,7.49,179595.13,842,619,25.8895,34,26,17,15108.57,6716,1.89,5.34,19.28,0.877,156,0.18,0.07,-0.63,0.0639,55.6,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00079,TP_2023_056,2023,2023-08-12,2023_HS_09,Mississippi,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6435,8492,7954,0.9366,538,0.0634,2330,1741,1645,0.9449,956,13414.92,14711.63,40283.04,19.07,1.85,5.06,6.91,206675.55,926,668,25.7646,68,55,20,25705.99,7110,1.8,5.15,19.17,0.9054,844,0.05,-0.09,-0.1,0.0395,60.5,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00080,TP_2023_057,2023,2023-08-13,2023_HS_09,Mississippi,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,0,6215,5556,0.894,659,0.106,1798,1437,1359,0.9457,714,10364.97,7946.0,32252.28,17.81,1.43,5.8,7.24,139146.67,743,536,26.5155,64,48,23,27164.96,5532,1.55,5.51,17.87,0.943,24,-0.12,0.29,-0.06,0.0027,45.8,review,Mixed performance; needs review before committing future promo inventory
PROMO_00081,TP_2023_057,2023,2023-08-13,2023_HS_09,Mississippi,Sunday,True,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,0,6215,5556,0.894,659,0.106,1798,1437,1359,0.9457,714,10364.97,7946.0,32252.28,17.81,1.43,5.8,7.24,139146.67,743,536,26.5155,64,48,23,27164.96,5532,1.55,5.51,17.87,0.943,24,-0.12,0.29,-0.06,0.0027,45.8,review,Mixed performance; needs review before committing future promo inventory
PROMO_00082,TP_2023_058,2023,2023-08-22,2023_HS_10,Birmingham,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,4115,5302,4321,0.815,981,0.185,1423,1217,1092,0.8973,837,11633.42,5563.94,19731.23,19.21,1.29,4.57,5.85,108321.0,508,395,26.9862,94,76,39,45005.88,4627,1.26,4.47,19.43,0.7766,-306,0.02,0.1,-0.22,0.1207,31.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00083,TP_2023_059,2023,2023-08-23,2023_HS_10,Birmingham,Wednesday,False,All You Can Eat Wednesday,weekly_promo,concession_value_offer,True,False,False,False,False,False,False,False,value_seekers,3863,5288,4235,0.8009,1053,0.1991,1318,1134,1029,0.9074,1097,14464.97,6557.55,20984.81,18.97,1.55,4.96,6.5,107893.92,453,353,28.4636,109,90,51,54643.58,4346,1.22,4.47,19.43,0.8908,-111,0.32,0.49,-0.46,0.0166,35.5,review,Mixed performance; needs review before committing future promo inventory
PROMO_00084,TP_2023_059,2023,2023-08-23,2023_HS_10,Birmingham,Wednesday,False,Dog Days,weekly_promo,dog_day,False,False,False,False,False,False,True,False,dog_owners,3863,5288,4235,0.8009,1053,0.1991,1318,1134,1029,0.9074,1097,14464.97,6557.55,20984.81,18.97,1.55,4.96,6.5,107893.92,453,353,28.4636,109,90,51,54643.58,4346,1.22,4.47,19.43,0.8908,-111,0.32,0.49,-0.46,0.0166,35.5,review,Mixed performance; needs review before committing future promo inventory
PROMO_00085,TP_2023_060,2023,2023-08-24,2023_HS_10,Birmingham,Thursday,False,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,3757,4842,4114,0.8496,728,0.1504,1348,1145,1075,0.9389,539,7332.74,4692.54,19125.67,18.93,1.14,4.65,5.79,101701.64,487,361,26.0616,97,84,39,46786.7,4527,1.26,4.39,18.5,0.8373,-413,-0.12,0.26,0.43,0.1015,30.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00086,TP_2023_060,2023,2023-08-24,2023_HS_10,Birmingham,Thursday,False,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,3757,4842,4114,0.8496,728,0.1504,1348,1145,1075,0.9389,539,7332.74,4692.54,19125.67,18.93,1.14,4.65,5.79,101701.64,487,361,26.0616,97,84,39,46786.7,4527,1.26,4.39,18.5,0.8373,-413,-0.12,0.26,0.43,0.1015,30.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00087,TP_2023_061,2023,2023-08-25,2023_HS_10,Birmingham,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,4742,6036,5703,0.9448,333,0.0552,1711,1370,1271,0.9277,601,9811.41,10425.19,30021.29,19.52,1.83,5.26,7.09,151749.08,737,517,26.1588,52,38,17,22094.35,6716,1.89,5.34,19.28,0.877,-1014,-0.06,-0.08,0.24,0.0507,47.0,review,Mixed performance; needs review before committing future promo inventory
PROMO_00088,TP_2023_062,2023,2023-08-26,2023_HS_10,Birmingham,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6019,7821,7356,0.9405,465,0.0595,2187,1706,1608,0.9426,935,10537.97,12512.67,41520.81,19.1,1.7,5.64,7.35,194533.75,829,603,25.4584,87,71,40,43780.56,7110,1.8,5.15,19.17,0.9054,246,-0.1,0.49,-0.07,0.0372,59.9,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00089,TP_2023_063,2023,2023-08-27,2023_HS_10,Birmingham,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,4164,5450,4827,0.8857,623,0.1143,1459,1220,1156,0.9475,926,13843.11,6931.8,26520.64,18.24,1.44,5.49,6.93,121484.21,575,427,25.7078,101,88,49,50122.37,5532,1.55,5.51,17.87,0.943,-705,-0.11,-0.02,0.37,0.0045,42.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00090,TP_2023_063,2023,2023-08-27,2023_HS_10,Birmingham,Sunday,True,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,4164,5450,4827,0.8857,623,0.1143,1459,1220,1156,0.9475,926,13843.11,6931.8,26520.64,18.24,1.44,5.49,6.93,121484.21,575,427,25.7078,101,88,49,50122.37,5532,1.55,5.51,17.87,0.943,-705,-0.11,-0.02,0.37,0.0045,42.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00091,TP_2023_064,2023,2023-09-05,2023_HS_11,Pensacola,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,4412,5667,4577,0.8077,1090,0.1923,1492,1264,1130,0.894,997,14257.62,5967.71,20900.36,19.33,1.3,4.57,5.87,115334.39,516,400,26.5698,177,143,69,82384.25,4627,1.26,4.47,19.43,0.7766,-50,0.04,0.1,-0.1,0.1174,35.8,review,Mixed performance; needs review before committing future promo inventory
PROMO_00092,TP_2023_066,2023,2023-09-07,2023_HS_11,Pensacola,Thursday,False,Pregame Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,4388,5768,4950,0.8582,818,0.1418,1482,1245,1152,0.9253,1172,14110.32,5988.45,20139.52,18.02,1.21,4.07,5.28,115337.75,538,409,26.0279,157,122,64,75702.24,4527,1.26,4.39,18.5,0.8373,423,-0.05,-0.32,-0.48,0.088,38.3,review,Mixed performance; needs review before committing future promo inventory
PROMO_00093,TP_2023_066,2023,2023-09-07,2023_HS_11,Pensacola,Thursday,False,Burgers and Buds Thursday,weekly_promo,concession_value_offer,False,False,False,False,False,False,False,False,concession_value_seekers,4388,5768,4950,0.8582,818,0.1418,1482,1245,1152,0.9253,1172,14110.32,5988.45,20139.52,18.02,1.21,4.07,5.28,115337.75,538,409,26.0279,157,122,64,75702.24,4527,1.26,4.39,18.5,0.8373,423,-0.05,-0.32,-0.48,0.088,38.3,review,Mixed performance; needs review before committing future promo inventory
PROMO_00094,TP_2023_067,2023,2023-09-08,2023_HS_11,Pensacola,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6137,8603,8078,0.939,525,0.061,2401,1846,1737,0.941,1008,12154.69,15268.98,43375.71,18.83,1.89,5.37,7.26,210735.04,935,686,26.0695,135,104,51,58296.69,6716,1.89,5.34,19.28,0.877,1362,0.0,0.03,-0.45,0.0639,66.1,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00095,TP_2023_068,2023,2023-09-09,2023_HS_11,Pensacola,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,5843,8263,7758,0.9389,505,0.0611,2197,1702,1613,0.9477,1287,18994.94,14885.57,38897.64,19.13,1.92,5.01,6.93,202185.53,846,629,26.2151,125,94,57,58867.78,7110,1.8,5.15,19.17,0.9054,648,0.12,-0.14,-0.05,0.0423,63.4,rework,"Shows value, but one or more connected metrics need improvement"
PROMO_00096,TP_2023_069,2023,2023-09-10,2023_HS_11,Pensacola,Sunday,True,Kids Run The Bases,family,kids_run_bases,True,False,False,False,False,True,False,False,families,4729,5950,5288,0.8887,662,0.1113,1650,1377,1313,0.9535,782,10211.16,8294.02,30654.08,17.88,1.57,5.8,7.37,133485.82,669,496,27.3901,157,118,54,65223.32,5532,1.55,5.51,17.87,0.943,-244,0.02,0.29,0.01,0.0105,47.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00097,TP_2023_069,2023,2023-09-10,2023_HS_11,Pensacola,Sunday,True,Military Sunday,community,military_recognition,False,False,False,False,False,False,False,False,military_families,4729,5950,5288,0.8887,662,0.1113,1650,1377,1313,0.9535,782,10211.16,8294.02,30654.08,17.88,1.57,5.8,7.37,133485.82,669,496,27.3901,157,118,54,65223.32,5532,1.55,5.51,17.87,0.943,-244,0.02,0.29,0.01,0.0105,47.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00098,TP_2024_001,2024,2024-04-09,2024_HS_01,Birmingham,Tuesday,False,Ladies Night,weekly_promo,ladies_night,True,False,False,False,False,False,False,False,adult_social_fans,0,5875,5064,0.862,811,0.138,1653,1523,517,0.3395,645,7724.57,7963.71,23254.61,19.74,1.57,4.59,6.16,131179.3,705,560,25.8993,77,44,16,25439.83,4176,1.4,4.41,19.27,0.8564,888,0.17,0.19,0.47,-0.517,39.8,review,Mixed performance; needs review before committing future promo inventory
PROMO_00099,TP_2024_001,2024,2024-04-09,2024_HS_01,Birmingham,Tuesday,False,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,0,5875,5064,0.862,811,0.138,1653,1523,517,0.3395,645,7724.57,7963.71,23254.61,19.74,1.57,4.59,6.16,131179.3,705,560,25.8993,77,44,16,25439.83,4176,1.4,4.41,19.27,0.8564,888,0.17,0.19,0.47,-0.517,39.8,review,Mixed performance; needs review before committing future promo inventory
PROMO_00100,TP_2024_002,2024,2024-04-10,2024_HS_01,Birmingham,Wednesday,False,Dog Days,weekly_promo,dog_day,True,False,False,False,False,False,True,False,dog_owners,2888,4131,3460,0.8376,671,0.1624,1034,976,428,0.4385,919,13272.87,5686.59,14101.56,19.94,1.64,4.08,5.72,88785.37,414,322,27.5386,47,26,9,10982.63,4123,1.34,4.36,19.62,0.8685,-663,0.3,-0.29,0.33,-0.43,27.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00101,TP_2024_002,2024,2024-04-10,2024_HS_01,Birmingham,Wednesday,False,Ben Joyce Bobblehead,bobblehead_giveaway,giveaway,False,False,True,False,True,False,False,False,collectors,2888,4131,3460,0.8376,671,0.1624,1034,976,428,0.4385,919,13272.87,5686.59,14101.56,19.94,1.64,4.08,5.72,88785.37,414,322,27.5386,47,26,9,10982.63,4123,1.34,4.36,19.62,0.8685,-663,0.3,-0.29,0.33,-0.43,27.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00102,TP_2024_003,2024,2024-04-11,2024_HS_01,Birmingham,Thursday,False,Extended Happy Hour,weekly_promo,happy_hour,True,False,False,False,False,False,False,False,adult_social_fans,3148,4116,3478,0.845,638,0.155,1047,966,513,0.5311,830,12950.8,4449.42,14942.1,18.87,1.28,4.3,5.58,85011.25,383,298,26.846,58,37,13,20145.57,4868,1.26,4.46,18.59,0.8906,-1390,0.02,-0.17,0.28,-0.3596,25.2,review,Mixed performance; needs review before committing future promo inventory
PROMO_00103,TP_2024_004,2024,2024-04-12,2024_HS_01,Birmingham,Friday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,4733,6676,6305,0.9444,371,0.0556,1846,1663,949,0.5707,818,11371.21,12046.32,33962.33,20.0,1.91,5.39,7.3,172094.26,758,588,25.9538,51,31,8,12771.97,7045,1.71,5.25,19.44,0.8972,-740,0.2,0.14,0.56,-0.3265,52.7,review,Mixed performance; needs review before committing future promo inventory
PROMO_00104,TP_2024_005,2024,2024-04-13,2024_HS_01,Birmingham,Saturday,True,Postgame Fireworks,fireworks,fireworks,True,False,False,True,False,False,False,False,families,6180,8200,7757,0.946,443,0.054,2243,1985,1296,0.6529,1115,17003.37,13106.39,36865.09,19.13,1.69,4.75,6.44,198371.62,923,685,26.3272,50,28,10,12312.57,7725,1.88,5.29,19.21,0.9158,32,-0.19,-0.54,-0.08,-0.2629,56.6,rework,"Shows value, but one or more connected metrics need improvement"
