group_sale_id,account_id,game_id,order_id,group_ticket_quantity,group_ticket_revenue,group_type,event_type,renewal_flag,upsell_flag,group_scan_rate,synthetic_data_flag
GRP_0001005,ACCT_00905,TP_2025_026,ORD_00340570,62,1011.39,nonprofit,group_outing,True,False,0.7742,True
GRP_0001006,ACCT_00207,TP_2025_015,ORD_00340571,21,270.54,youth_sports,youth_sports_night,True,False,0.9048,True
GRP_0001007,ACCT_00286,TP_2025_005,ORD_00340572,109,893.31,school,school_night,False,False,0.8807,True
GRP_0001008,ACCT_00328,TP_2024_063,ORD_00340573,36,397.83,youth_sports,team_event,True,False,0.9722,True
GRP_0001009,ACCT_00658,TP_2023_010,ORD_00340574,46,574.67,church,group_outing,True,False,0.8913,True
GRP_0001010,ACCT_01179,TP_2023_001,ORD_00340575,54,546.29,youth_sports,team_event,True,False,0.9074,True
GRP_0001011,ACCT_00800,TP_2023_054,ORD_00340576,33,506.32,community_group,fundraiser,False,False,0.7879,True
GRP_0001012,ACCT_00624,TP_2023_007,ORD_00340577,27,570.49,corporate,corporate_night,False,False,0.8519,True
GRP_0001013,ACCT_00531,TP_2024_052,ORD_00340578,21,302.87,healthcare,school_night,False,False,0.7143,True
GRP_0001014,ACCT_00282,TP_2024_002,ORD_00340579,90,1048.48,corporate,team_event,True,True,0.8333,True
GRP_0001015,ACCT_00975,TP_2024_057,ORD_00340580,25,327.07,nonprofit,youth_sports_night,True,False,0.8400,True
GRP_0001016,ACCT_00393,TP_2025_003,ORD_00340581,47,1036.40,school,fundraiser,True,False,0.8511,True
GRP_0001017,ACCT_00261,TP_2025_039,ORD_00340582,80,1887.50,corporate,corporate_night,True,True,0.8750,True
GRP_0001018,ACCT_00820,TP_2025_024,ORD_00340583,15,127.98,nonprofit,team_event,False,False,0.8667,True
GRP_0001019,ACCT_00133,TP_2025_040,ORD_00340584,19,143.68,community_group,group_outing,True,False,0.7368,True
GRP_0001020,ACCT_00687,TP_2025_012,ORD_00340585,16,251.75,community_group,team_event,True,False,0.7500,True
GRP_0001021,ACCT_00513,TP_2024_007,ORD_00340586,46,851.21,corporate,corporate_night,True,True,0.8696,True
GRP_0001022,ACCT_00671,TP_2025_067,ORD_00340587,50,552.92,nonprofit,church_night,True,False,0.8200,True
GRP_0001023,ACCT_00216,TP_2023_025,ORD_00340588,51,718.31,corporate,group_outing,True,True,0.9804,True
GRP_0001024,ACCT_00527,TP_2024_015,ORD_00340589,21,279.16,church,church_night,True,False,0.9048,True
GRP_0001025,ACCT_00597,TP_2025_066,ORD_00340590,26,661.81,community_group,corporate_night,True,False,0.8077,True
GRP_0001026,ACCT_00479,TP_2023_006,ORD_00340591,33,432.11,nonprofit,team_event,True,False,0.7273,True
GRP_0001027,ACCT_00754,TP_2024_004,ORD_00340592,37,573.12,corporate,corporate_night,True,True,0.9730,True
GRP_0001028,ACCT_00050,TP_2025_037,ORD_00340593,90,940.49,corporate,corporate_night,True,True,0.9000,True
GRP_0001029,ACCT_01112,TP_2023_024,ORD_00340594,37,591.27,local_business,corporate_night,True,False,0.7297,True
GRP_0001030,ACCT_00625,TP_2023_044,ORD_00340595,88,869.76,corporate,group_outing,True,True,0.9318,True
GRP_0001031,ACCT_00584,TP_2023_067,ORD_00340596,24,291.03,local_business,corporate_night,True,False,0.7917,True
GRP_0001032,ACCT_01147,TP_2024_014,ORD_00340597,30,644.43,local_business,school_night,False,False,0.6333,True
GRP_0001033,ACCT_00168,TP_2025_017,ORD_00340598,43,504.55,local_business,youth_sports_night,False,True,0.7907,True
GRP_0001034,ACCT_00031,TP_2024_007,ORD_00340599,60,958.96,corporate,corporate_night,True,True,0.8000,True
GRP_0001035,ACCT_00600,TP_2023_062,ORD_00340600,44,688.20,corporate,corporate_night,False,True,0.9545,True
GRP_0001036,ACCT_00733,TP_2025_001,ORD_00340601,77,769.05,church,community_night,True,False,0.8571,True
GRP_0001037,ACCT_00504,TP_2025_038,ORD_00340602,57,1214.40,school,school_night,False,False,0.8947,True
GRP_0001038,ACCT_00667,TP_2023_039,ORD_00340603,83,808.14,school,school_night,True,False,0.8434,True
GRP_0001039,ACCT_00555,TP_2024_023,ORD_00340604,27,272.37,healthcare,group_outing,True,False,1.0000,True
GRP_0001040,ACCT_00505,TP_2024_047,ORD_00340605,83,1750.69,school,school_night,True,False,0.7470,True
GRP_0001041,ACCT_01194,TP_2024_007,ORD_00340606,47,620.40,corporate,group_outing,False,True,0.8723,True
GRP_0001042,ACCT_00898,TP_2025_069,ORD_00340607,111,1052.11,school,school_night,False,False,0.9369,True
GRP_0001043,ACCT_00628,TP_2024_030,ORD_00340608,112,1151.66,school,school_night,False,False,0.8839,True
GRP_0001044,ACCT_00008,TP_2023_061,ORD_00340609,116,2316.01,school,school_night,True,False,0.8966,True
GRP_0001045,ACCT_00264,TP_2023_001,ORD_00340610,30,347.02,youth_sports,team_event,False,False,0.9000,True
GRP_0001046,ACCT_00123,TP_2023_002,ORD_00340611,65,881.72,church,community_night,True,False,0.8154,True
GRP_0001047,ACCT_00291,TP_2024_057,ORD_00340612,70,822.34,corporate,group_outing,True,True,0.8714,True
GRP_0001048,ACCT_01047,TP_2024_030,ORD_00340613,43,1005.63,nonprofit,corporate_night,True,False,0.8605,True
GRP_0001049,ACCT_00688,TP_2023_053,ORD_00340614,62,672.39,corporate,corporate_night,True,True,0.8387,True
GRP_0001050,ACCT_00238,TP_2025_049,ORD_00340615,104,966.78,school,fundraiser,False,False,0.9519,True
GRP_0001051,ACCT_01183,TP_2023_014,ORD_00340616,41,434.81,community_group,school_night,True,False,0.8537,True
GRP_0001052,ACCT_00514,TP_2025_064,ORD_00340617,43,827.45,corporate,group_outing,False,True,0.8140,True
GRP_0001053,ACCT_01156,TP_2025_020,ORD_00340618,106,1243.36,school,school_night,True,False,0.9340,True
GRP_0001054,ACCT_00524,TP_2025_009,ORD_00340619,35,426.80,local_business,fundraiser,True,True,0.8000,True
GRP_0001055,ACCT_00003,TP_2025_057,ORD_00340620,42,750.49,corporate,corporate_night,True,True,0.9286,True
GRP_0001056,ACCT_00790,TP_2024_067,ORD_00340621,36,324.91,church,church_night,True,False,0.8333,True
GRP_0001057,ACCT_00398,TP_2024_030,ORD_00340622,40,519.65,youth_sports,youth_sports_night,False,False,0.9000,True
GRP_0001058,ACCT_00012,TP_2023_060,ORD_00340623,69,564.12,church,group_outing,False,False,0.8841,True
GRP_0001059,ACCT_00117,TP_2024_010,ORD_00340624,19,145.36,corporate,team_event,True,False,1.0000,True
GRP_0001060,ACCT_00620,TP_2025_045,ORD_00340625,62,597.05,school,school_night,False,False,0.8548,True
GRP_0001061,ACCT_00673,TP_2024_044,ORD_00340626,25,329.86,school,fundraiser,True,False,0.8000,True
GRP_0001062,ACCT_00099,TP_2023_064,ORD_00340627,22,313.76,local_business,school_night,True,False,0.7727,True
GRP_0001063,ACCT_00286,TP_2024_024,ORD_00340628,86,552.50,school,school_night,False,False,0.9070,True
GRP_0001064,ACCT_00299,TP_2025_013,ORD_00340629,74,1084.25,corporate,corporate_night,True,True,0.8919,True
GRP_0001065,ACCT_00863,TP_2023_062,ORD_00340630,24,387.02,local_business,school_night,False,False,0.8333,True
GRP_0001066,ACCT_00192,TP_2025_052,ORD_00340631,32,500.21,school,school_night,True,False,0.8750,True
GRP_0001067,ACCT_00782,TP_2024_054,ORD_00340632,97,1831.31,youth_sports,youth_sports_night,False,False,0.9175,True
GRP_0001068,ACCT_00037,TP_2024_030,ORD_00340633,78,1037.66,youth_sports,youth_sports_night,True,False,0.9103,True
GRP_0001069,ACCT_00204,TP_2023_050,ORD_00340634,30,299.34,youth_sports,youth_sports_night,True,False,0.9333,True
GRP_0001070,ACCT_00125,TP_2025_007,ORD_00340635,71,859.79,youth_sports,team_event,False,False,0.9437,True
GRP_0001071,ACCT_00767,TP_2024_040,ORD_00340636,67,674.17,youth_sports,youth_sports_night,True,False,0.7910,True
GRP_0001072,ACCT_01154,TP_2024_054,ORD_00340637,47,663.06,nonprofit,team_event,False,False,0.8085,True
GRP_0001073,ACCT_00242,TP_2025_058,ORD_00340638,62,891.29,community_group,team_event,False,False,0.6935,True
GRP_0001074,ACCT_00737,TP_2025_050,ORD_00340639,43,285.40,community_group,community_night,True,False,0.7907,True
GRP_0001075,ACCT_00682,TP_2023_033,ORD_00340640,23,208.86,youth_sports,group_outing,True,False,0.9130,True
GRP_0001076,ACCT_00803,TP_2024_024,ORD_00340641,24,305.86,community_group,church_night,False,False,0.7500,True
GRP_0001077,ACCT_00567,TP_2023_027,ORD_00340642,44,396.47,community_group,group_outing,False,False,0.8864,True
GRP_0001078,ACCT_00541,TP_2024_047,ORD_00340643,30,250.96,nonprofit,fundraiser,False,False,0.7000,True
GRP_0001079,ACCT_00113,TP_2024_045,ORD_00340644,103,1537.50,school,school_night,False,False,0.9223,True
GRP_0001080,ACCT_00736,TP_2024_045,ORD_00340645,18,201.95,nonprofit,school_night,False,False,0.9444,True
GRP_0001081,ACCT_00902,TP_2023_061,ORD_00340646,57,972.75,corporate,corporate_night,True,True,0.8772,True
GRP_0001082,ACCT_00773,TP_2023_055,ORD_00340647,20,301.68,healthcare,fundraiser,True,False,0.9500,True
GRP_0001083,ACCT_00648,TP_2023_040,ORD_00340648,49,529.94,youth_sports,team_event,True,False,0.8163,True
GRP_0001084,ACCT_00109,TP_2024_006,ORD_00340649,89,1021.96,school,school_night,True,False,0.9213,True
GRP_0001085,ACCT_00233,TP_2025_059,ORD_00340650,89,2066.61,youth_sports,youth_sports_night,True,False,0.8539,True
GRP_0001086,ACCT_00910,TP_2023_066,ORD_00340651,51,697.64,school,school_night,True,False,0.8627,True
GRP_0001087,ACCT_01028,TP_2024_026,ORD_00340652,28,192.08,corporate,group_outing,False,False,0.7500,True
GRP_0001088,ACCT_00199,TP_2025_022,ORD_00340653,59,674.12,school,fundraiser,True,False,0.7797,True
GRP_0001089,ACCT_00595,TP_2025_012,ORD_00340654,67,1391.85,corporate,group_outing,True,True,0.8657,True
GRP_0001090,ACCT_00042,TP_2025_040,ORD_00340655,89,1008.29,school,fundraiser,False,False,0.7191,True
GRP_0001091,ACCT_01050,TP_2023_003,ORD_00340656,24,271.63,youth_sports,team_event,True,False,0.9167,True
GRP_0001092,ACCT_00341,TP_2023_031,ORD_00340657,68,659.60,corporate,group_outing,False,True,0.9412,True
GRP_0001093,ACCT_01149,TP_2023_006,ORD_00340658,16,240.05,healthcare,corporate_night,True,False,0.9375,True
GRP_0001094,ACCT_00583,TP_2024_035,ORD_00340659,25,275.33,local_business,team_event,True,False,1.0000,True
GRP_0001095,ACCT_00733,TP_2024_009,ORD_00340660,42,902.02,church,church_night,True,False,0.8333,True
GRP_0001096,ACCT_00699,TP_2023_061,ORD_00340661,28,365.29,corporate,group_outing,True,False,0.8929,True
GRP_0001097,ACCT_00492,TP_2024_010,ORD_00340662,80,871.67,school,group_outing,True,False,0.9125,True
GRP_0001098,ACCT_00292,TP_2025_056,ORD_00340663,90,804.71,youth_sports,youth_sports_night,True,False,0.9000,True
GRP_0001099,ACCT_00982,TP_2025_051,ORD_00340664,100,1325.10,youth_sports,youth_sports_night,False,False,0.9300,True
GRP_0001100,ACCT_01193,TP_2024_028,ORD_00340665,19,251.08,corporate,group_outing,True,False,0.8947,True
GRP_0001101,ACCT_00382,TP_2023_066,ORD_00340666,30,421.66,nonprofit,community_night,True,False,0.8667,True
GRP_0001102,ACCT_00084,TP_2024_018,ORD_00340667,50,442.09,corporate,corporate_night,False,True,0.8600,True
GRP_0001103,ACCT_00813,TP_2025_057,ORD_00340668,35,549.89,youth_sports,group_outing,True,False,0.8571,True
GRP_0001104,ACCT_00641,TP_2025_052,ORD_00340669,81,842.20,corporate,group_outing,True,True,0.8148,True
GRP_0001105,ACCT_00762,TP_2024_042,ORD_00340670,88,1500.83,school,school_night,True,False,0.8636,True
GRP_0001106,ACCT_01022,TP_2023_045,ORD_00340671,63,588.22,youth_sports,group_outing,True,False,0.9206,True
GRP_0001107,ACCT_01015,TP_2024_007,ORD_00340672,69,612.44,church,church_night,True,False,0.7971,True
GRP_0001108,ACCT_00825,TP_2024_051,ORD_00340673,41,712.17,school,fundraiser,True,False,0.9024,True
GRP_0001109,ACCT_00249,TP_2023_010,ORD_00340674,73,1360.31,church,community_night,False,False,0.6712,True
GRP_0001110,ACCT_00419,TP_2023_042,ORD_00340675,72,1526.19,corporate,corporate_night,True,True,0.8611,True
GRP_0001111,ACCT_00165,TP_2023_048,ORD_00340676,72,1562.30,corporate,team_event,False,True,0.8472,True
GRP_0001112,ACCT_01198,TP_2025_013,ORD_00340677,70,943.60,corporate,group_outing,True,True,0.9000,True
GRP_0001113,ACCT_00858,TP_2025_016,ORD_00340678,32,470.75,church,church_night,True,False,0.8125,True
GRP_0001114,ACCT_00824,TP_2025_011,ORD_00340679,29,438.59,nonprofit,youth_sports_night,True,False,0.8621,True
GRP_0001115,ACCT_00911,TP_2024_061,ORD_00340680,77,1776.84,school,school_night,False,False,0.8701,True
GRP_0001116,ACCT_00777,TP_2023_050,ORD_00340681,77,842.23,church,church_night,True,False,0.8701,True
GRP_0001117,ACCT_00486,TP_2025_010,ORD_00340682,41,316.97,youth_sports,team_event,True,False,0.8537,True
GRP_0001118,ACCT_00804,TP_2025_023,ORD_00340683,72,493.48,school,fundraiser,True,False,0.8611,True
GRP_0001119,ACCT_00369,TP_2025_056,ORD_00340684,36,356.73,youth_sports,youth_sports_night,True,False,0.8611,True
GRP_0001120,ACCT_00357,TP_2023_028,ORD_00340685,69,727.80,healthcare,group_outing,True,True,0.8116,True
GRP_0001121,ACCT_00761,TP_2025_046,ORD_00340686,46,648.74,youth_sports,youth_sports_night,True,False,0.8696,True
GRP_0001122,ACCT_00764,TP_2025_041,ORD_00340687,65,659.82,community_group,community_night,False,False,0.6615,True
GRP_0001123,ACCT_00580,TP_2025_024,ORD_00340688,67,1109.23,corporate,team_event,True,True,0.8806,True
GRP_0001124,ACCT_00988,TP_2025_026,ORD_00340689,18,438.63,local_business,community_night,True,False,0.9444,True
GRP_0001125,ACCT_00274,TP_2023_010,ORD_00340690,25,179.40,church,group_outing,True,False,0.8400,True
GRP_0001126,ACCT_00611,TP_2024_049,ORD_00340691,14,116.95,nonprofit,school_night,False,False,0.7143,True
GRP_0001127,ACCT_00725,TP_2024_065,ORD_00340692,30,243.16,healthcare,corporate_night,True,False,0.7333,True
GRP_0001128,ACCT_00806,TP_2023_025,ORD_00340693,29,545.90,nonprofit,church_night,True,False,0.8966,True
GRP_0001129,ACCT_00383,TP_2023_006,ORD_00340694,27,255.05,corporate,corporate_night,True,False,0.9259,True
GRP_0001130,ACCT_00921,TP_2025_060,ORD_00340695,48,353.67,church,community_night,False,False,0.8125,True
GRP_0001131,ACCT_00243,TP_2024_033,ORD_00340696,65,2013.61,church,group_outing,True,False,0.8923,True
GRP_0001132,ACCT_00669,TP_2024_053,ORD_00340697,75,1552.32,youth_sports,youth_sports_night,True,False,0.8667,True
GRP_0001133,ACCT_00404,TP_2023_010,ORD_00340698,47,791.15,nonprofit,corporate_night,False,False,0.7872,True
GRP_0001134,ACCT_00328,TP_2025_034,ORD_00340699,31,216.07,youth_sports,youth_sports_night,True,False,0.8065,True
GRP_0001135,ACCT_00814,TP_2025_014,ORD_00340700,22,439.38,community_group,school_night,False,False,0.7727,True
GRP_0001136,ACCT_00082,TP_2023_030,ORD_00340701,114,1232.69,school,school_night,True,False,0.8509,True
GRP_0001137,ACCT_00761,TP_2023_046,ORD_00340702,59,417.87,youth_sports,youth_sports_night,True,False,0.7797,True
GRP_0001138,ACCT_00751,TP_2024_061,ORD_00340703,95,2045.39,youth_sports,group_outing,True,False,0.8842,True
GRP_0001139,ACCT_01164,TP_2023_015,ORD_00340704,110,927.75,school,school_night,True,False,0.9273,True
GRP_0001140,ACCT_00182,TP_2024_051,ORD_00340705,30,329.27,school,school_night,True,False,0.9000,True
GRP_0001141,ACCT_00004,TP_2023_053,ORD_00340706,73,1712.60,corporate,corporate_night,True,False,0.7534,True
GRP_0001142,ACCT_00399,TP_2024_063,ORD_00340707,59,786.73,corporate,corporate_night,True,True,0.9322,True
GRP_0001143,ACCT_01112,TP_2024_023,ORD_00340708,12,181.88,local_business,school_night,True,False,0.8333,True
GRP_0001144,ACCT_00462,TP_2023_031,ORD_00340709,38,731.30,nonprofit,church_night,False,False,0.8421,True
GRP_0001145,ACCT_00229,TP_2025_033,ORD_00340710,50,597.54,corporate,group_outing,False,True,0.8600,True
GRP_0001146,ACCT_00173,TP_2025_018,ORD_00340711,32,671.14,corporate,corporate_night,True,True,0.8750,True
GRP_0001147,ACCT_00994,TP_2025_015,ORD_00340712,27,607.23,corporate,corporate_night,True,False,0.7778,True
GRP_0001148,ACCT_00191,TP_2024_061,ORD_00340713,24,240.21,youth_sports,team_event,False,False,0.8750,True
GRP_0001149,ACCT_00339,TP_2023_046,ORD_00340714,69,836.25,corporate,group_outing,True,True,0.8551,True
GRP_0001150,ACCT_00906,TP_2023_010,ORD_00340715,43,473.33,corporate,team_event,True,False,0.7209,True
GRP_0001151,ACCT_00001,TP_2023_056,ORD_00340716,56,491.70,school,fundraiser,True,False,0.9107,True
GRP_0001152,ACCT_00795,TP_2023_057,ORD_00340717,34,1068.00,local_business,church_night,True,True,0.8235,True
GRP_0001153,ACCT_00732,TP_2025_035,ORD_00340718,26,290.82,nonprofit,school_night,False,False,0.8077,True
GRP_0001154,ACCT_00429,TP_2024_041,ORD_00340719,54,783.08,corporate,corporate_night,False,True,0.8519,True
GRP_0001155,ACCT_00953,TP_2023_032,ORD_00340720,34,942.18,corporate,corporate_night,False,True,0.9412,True
GRP_0001156,ACCT_00619,TP_2023_049,ORD_00340721,44,450.52,school,fundraiser,False,False,0.9773,True
GRP_0001157,ACCT_00768,TP_2023_063,ORD_00340722,16,221.52,community_group,corporate_night,True,False,0.8125,True
GRP_0001158,ACCT_01006,TP_2023_006,ORD_00340723,27,408.89,healthcare,team_event,False,False,0.7037,True
GRP_0001159,ACCT_00253,TP_2024_006,ORD_00340724,30,525.29,school,group_outing,True,False,0.9333,True
GRP_0001160,ACCT_00923,TP_2023_064,ORD_00340725,67,816.04,healthcare,fundraiser,False,False,0.7463,True
GRP_0001161,ACCT_00111,TP_2025_069,ORD_00340726,89,1572.53,youth_sports,youth_sports_night,True,False,0.8764,True
GRP_0001162,ACCT_00203,TP_2025_062,ORD_00340727,15,163.43,community_group,corporate_night,True,False,0.8000,True
GRP_0001163,ACCT_00898,TP_2023_047,ORD_00340728,109,719.75,school,fundraiser,False,False,0.8165,True
GRP_0001164,ACCT_00752,TP_2024_036,ORD_00340729,33,553.33,community_group,community_night,True,False,0.7576,True
GRP_0001165,ACCT_00893,TP_2023_022,ORD_00340730,72,812.36,youth_sports,youth_sports_night,False,False,0.8194,True
GRP_0001166,ACCT_00835,TP_2025_065,ORD_00340731,67,710.22,school,fundraiser,True,False,0.8358,True
GRP_0001167,ACCT_00033,TP_2023_058,ORD_00340732,59,891.62,local_business,church_night,False,False,0.7797,True
GRP_0001168,ACCT_00415,TP_2025_021,ORD_00340733,24,311.01,church,community_night,True,False,0.7917,True
GRP_0001169,ACCT_01180,TP_2023_014,ORD_00340734,82,1399.03,corporate,group_outing,False,True,0.9024,True
GRP_0001170,ACCT_00474,TP_2025_025,ORD_00340735,62,628.43,youth_sports,youth_sports_night,True,False,0.9516,True
GRP_0001171,ACCT_00892,TP_2023_059,ORD_00340736,62,559.67,church,church_night,False,False,0.8065,True
GRP_0001172,ACCT_00720,TP_2025_056,ORD_00340737,61,418.98,local_business,corporate_night,False,True,0.9180,True
GRP_0001173,ACCT_00430,TP_2023_064,ORD_00340738,42,697.53,corporate,group_outing,True,False,0.7381,True
GRP_0001174,ACCT_01136,TP_2023_027,ORD_00340739,48,434.33,corporate,group_outing,False,True,0.9583,True
GRP_0001175,ACCT_00916,TP_2024_028,ORD_00340740,52,780.73,youth_sports,youth_sports_night,False,False,0.9808,True
GRP_0001176,ACCT_00537,TP_2024_013,ORD_00340741,54,1316.06,youth_sports,youth_sports_night,False,False,0.8704,True
GRP_0001177,ACCT_01076,TP_2023_046,ORD_00340742,31,979.00,local_business,team_event,True,False,0.7742,True
GRP_0001178,ACCT_00964,TP_2025_006,ORD_00340743,36,619.95,corporate,team_event,True,True,0.8333,True
GRP_0001179,ACCT_00070,TP_2023_022,ORD_00340744,68,962.40,youth_sports,youth_sports_night,True,False,0.8529,True
GRP_0001180,ACCT_01063,TP_2024_005,ORD_00340745,76,2191.39,corporate,group_outing,True,True,0.8947,True
GRP_0001181,ACCT_00490,TP_2023_049,ORD_00340746,48,596.22,church,church_night,True,False,0.8333,True
GRP_0001182,ACCT_01130,TP_2024_043,ORD_00340747,28,248.64,community_group,corporate_night,False,False,0.8929,True
GRP_0001183,ACCT_00674,TP_2024_015,ORD_00340748,58,593.88,church,community_night,True,False,0.8276,True
GRP_0001184,ACCT_00691,TP_2023_068,ORD_00340749,46,468.13,corporate,group_outing,False,True,0.9130,True
GRP_0001185,ACCT_00856,TP_2023_001,ORD_00340750,72,806.23,church,community_night,True,False,0.8194,True
GRP_0001186,ACCT_00247,TP_2024_052,ORD_00340751,53,706.12,church,church_night,True,False,0.7547,True
GRP_0001187,ACCT_00330,TP_2025_027,ORD_00340752,34,844.54,local_business,youth_sports_night,True,True,0.9412,True
GRP_0001188,ACCT_01071,TP_2024_035,ORD_00340753,42,553.67,school,school_night,True,False,0.9762,True
GRP_0001189,ACCT_01002,TP_2025_021,ORD_00340754,68,1332.96,healthcare,fundraiser,True,True,0.8971,True
GRP_0001190,ACCT_00011,TP_2024_010,ORD_00340755,104,1131.87,school,school_night,False,False,0.9327,True
GRP_0001191,ACCT_01015,TP_2025_018,ORD_00340756,50,430.98,church,church_night,True,False,0.7600,True
GRP_0001192,ACCT_01159,TP_2025_032,ORD_00340757,47,509.69,school,fundraiser,True,False,0.7872,True
GRP_0001193,ACCT_00171,TP_2024_053,ORD_00340758,98,986.93,school,school_night,True,False,0.8265,True
GRP_0001194,ACCT_00364,TP_2024_016,ORD_00340759,63,1506.07,school,fundraiser,True,False,0.8730,True
GRP_0001195,ACCT_00904,TP_2024_024,ORD_00340760,20,167.22,community_group,corporate_night,False,False,0.9500,True
GRP_0001196,ACCT_00013,TP_2024_037,ORD_00340761,40,447.66,corporate,corporate_night,True,False,0.7750,True
GRP_0001197,ACCT_00481,TP_2024_068,ORD_00340762,53,378.75,nonprofit,school_night,True,False,0.8868,True
GRP_0001198,ACCT_00941,TP_2024_045,ORD_00340763,74,979.23,church,community_night,False,False,0.9189,True
GRP_0001199,ACCT_00079,TP_2025_021,ORD_00340764,18,186.28,corporate,corporate_night,True,False,0.9444,True
GRP_0001200,ACCT_00515,TP_2025_013,ORD_00340765,17,416.97,healthcare,fundraiser,True,False,0.8235,True
GRP_0001201,ACCT_00770,TP_2025_063,ORD_00340766,59,514.59,nonprofit,community_night,True,False,0.8983,True
GRP_0001202,ACCT_00214,TP_2025_049,ORD_00340767,53,357.51,school,fundraiser,False,False,0.9434,True
GRP_0001203,ACCT_00576,TP_2023_056,ORD_00340768,56,1381.29,nonprofit,school_night,False,False,0.8393,True
GRP_0001204,ACCT_01082,TP_2025_002,ORD_00340769,57,783.86,youth_sports,youth_sports_night,True,False,0.8947,True
GRP_0001205,ACCT_01128,TP_2024_055,ORD_00340770,38,934.75,school,school_night,False,False,0.8421,True
GRP_0001206,ACCT_01083,TP_2025_061,ORD_00340771,28,379.88,church,church_night,True,False,0.9286,True
GRP_0001207,ACCT_00497,TP_2024_018,ORD_00340772,72,515.66,church,community_night,True,False,0.8472,True
GRP_0001208,ACCT_00564,TP_2024_004,ORD_00340773,31,211.15,corporate,group_outing,True,True,0.9677,True
GRP_0001209,ACCT_00324,TP_2023_029,ORD_00340774,78,406.79,church,church_night,True,False,0.7949,True
GRP_0001210,ACCT_00516,TP_2025_029,ORD_00340775,37,778.62,school,school_night,True,False,0.9189,True
GRP_0001211,ACCT_00195,TP_2024_062,ORD_00340776,32,699.68,local_business,youth_sports_night,False,True,0.8750,True
GRP_0001212,ACCT_00905,TP_2023_031,ORD_00340777,65,1676.05,nonprofit,team_event,True,False,0.8462,True
GRP_0001213,ACCT_00384,TP_2023_006,ORD_00340778,36,437.72,community_group,team_event,True,False,0.8056,True
GRP_0001214,ACCT_01096,TP_2024_064,ORD_00340779,66,902.82,school,school_night,True,False,0.8788,True
GRP_0001215,ACCT_00713,TP_2024_017,ORD_00340780,42,447.63,nonprofit,community_night,False,False,0.9048,True
GRP_0001216,ACCT_00965,TP_2025_062,ORD_00340781,44,802.63,nonprofit,group_outing,True,False,0.8409,True
GRP_0001217,ACCT_00578,TP_2023_002,ORD_00340782,53,1055.96,community_group,group_outing,True,False,0.8113,True
GRP_0001218,ACCT_00175,TP_2025_039,ORD_00340783,13,140.40,local_business,corporate_night,False,False,0.7692,True
GRP_0001219,ACCT_00435,TP_2025_032,ORD_00340784,98,2058.08,school,school_night,True,False,0.8469,True
GRP_0001220,ACCT_00130,TP_2023_030,ORD_00340785,27,444.36,school,school_night,False,False,0.8519,True
GRP_0001221,ACCT_01181,TP_2024_024,ORD_00340786,43,839.05,corporate,corporate_night,True,True,0.9070,True
GRP_0001222,ACCT_00080,TP_2023_010,ORD_00340787,79,764.82,church,church_night,False,False,0.7089,True
GRP_0001223,ACCT_00277,TP_2023_013,ORD_00340788,42,750.86,church,church_night,False,False,0.9286,True
GRP_0001224,ACCT_00905,TP_2024_058,ORD_00340789,17,188.43,nonprofit,youth_sports_night,True,False,0.7647,True
GRP_0001225,ACCT_01020,TP_2025_064,ORD_00340790,18,310.91,corporate,corporate_night,True,False,0.8889,True
GRP_0001226,ACCT_01152,TP_2023_018,ORD_00340791,111,1112.94,school,school_night,True,False,0.8739,True
GRP_0001227,ACCT_00077,TP_2024_028,ORD_00340792,73,1396.44,school,group_outing,False,False,0.9452,True
GRP_0001228,ACCT_00813,TP_2025_026,ORD_00340793,47,968.57,youth_sports,youth_sports_night,True,False,0.9149,True
GRP_0001229,ACCT_00022,TP_2023_053,ORD_00340794,53,1413.56,youth_sports,youth_sports_night,True,False,0.8679,True
GRP_0001230,ACCT_00043,TP_2024_004,ORD_00340795,25,603.18,local_business,fundraiser,False,False,0.7200,True
GRP_0001231,ACCT_01191,TP_2023_024,ORD_00340796,69,669.10,youth_sports,team_event,False,False,0.8841,True
GRP_0001232,ACCT_00110,TP_2025_042,ORD_00340797,58,923.39,school,group_outing,True,False,0.9655,True
GRP_0001233,ACCT_00240,TP_2024_045,ORD_00340798,76,497.65,youth_sports,youth_sports_night,False,False,0.8553,True
GRP_0001234,ACCT_00720,TP_2023_024,ORD_00340799,59,693.82,local_business,fundraiser,False,False,0.7288,True
GRP_0001235,ACCT_00707,TP_2023_027,ORD_00340800,87,849.53,youth_sports,youth_sports_night,True,False,0.8621,True
GRP_0001236,ACCT_00812,TP_2025_033,ORD_00340801,24,347.38,community_group,corporate_night,True,False,0.7500,True
GRP_0001237,ACCT_00049,TP_2023_008,ORD_00340802,18,228.13,corporate,group_outing,True,False,0.8889,True
GRP_0001238,ACCT_00595,TP_2023_016,ORD_00340803,21,456.80,corporate,team_event,True,False,0.9524,True
GRP_0001239,ACCT_00436,TP_2025_012,ORD_00340804,41,554.16,school,school_night,True,False,0.9268,True
GRP_0001240,ACCT_00379,TP_2025_055,ORD_00340805,77,554.60,school,school_night,True,False,0.8831,True
GRP_0001241,ACCT_01178,TP_2023_067,ORD_00340806,29,263.91,corporate,corporate_night,False,False,0.8966,True
GRP_0001242,ACCT_01034,TP_2023_016,ORD_00340807,37,249.22,nonprofit,corporate_night,True,False,0.8378,True
