follow_up_id,opportunity_id,fan_id,account_id,game_id,assigned_team,assigned_owner,suggested_action,priority_score,priority_band,due_date,status,outcome,synthetic_data_flag
FUP_00002651,OPP_00023906,FAN_020573,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-12,open,,True
FUP_00002652,OPP_00007041,FAN_006048,,TP_2024_007,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-10,open,,True
FUP_00002653,OPP_00047679,FAN_041697,,TP_2023_053,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-05-15,open,,True
FUP_00002654,OPP_00047680,FAN_041697,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-05-15,open,,True
FUP_00002655,OPP_00027883,FAN_024067,,TP_2025_066,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-18,open,,True
FUP_00002656,OPP_00027884,FAN_024067,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-18,open,,True
FUP_00002657,OPP_00023711,FAN_020407,,TP_2025_068,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-19,open,,True
FUP_00002658,OPP_00023712,FAN_020407,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-19,open,,True
FUP_00002659,OPP_00047405,FAN_041444,,TP_2023_014,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-06-28,open,,True
FUP_00002660,OPP_00047407,FAN_041444,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-06-28,open,,True
FUP_00002661,OPP_00019529,FAN_016681,,TP_2025_048,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-18,open,,True
FUP_00002662,OPP_00009383,FAN_008079,,TP_2023_063,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-13,open,,True
FUP_00002663,OPP_00009385,FAN_008079,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-13,open,,True
FUP_00002664,OPP_00048785,FAN_042789,,TP_2025_045,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-04,open,,True
FUP_00002665,OPP_00048786,FAN_042789,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-04,open,,True
FUP_00002666,OPP_00021046,FAN_018050,,TP_2023_052,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-08-08,open,,True
FUP_00002667,OPP_00021047,FAN_018050,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-08-08,open,,True
FUP_00002668,OPP_00028531,FAN_024665,,TP_2024_048,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-08-30,open,,True
FUP_00002669,OPP_00028533,FAN_024665,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-08-30,open,,True
FUP_00002670,OPP_00007310,FAN_006318,,TP_2025_044,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-05,open,,True
FUP_00002671,OPP_00031683,FAN_027479,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-03,open,,True
FUP_00002672,OPP_00007366,FAN_006362,,TP_2024_056,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-10,open,,True
FUP_00002673,OPP_00007367,FAN_006362,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-10,open,,True
FUP_00002674,OPP_00006562,FAN_005611,,TP_2025_025,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-02,open,,True
FUP_00002675,OPP_00022211,FAN_019036,,TP_2025_008,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-16,open,,True
FUP_00002676,OPP_00022212,FAN_019036,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-16,open,,True
FUP_00002677,OPP_00046876,FAN_040971,,TP_2025_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-17,open,,True
FUP_00002678,OPP_00046877,FAN_040971,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-17,open,,True
FUP_00002679,OPP_00005449,FAN_004665,,TP_2023_045,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-07-12,open,,True
FUP_00002680,OPP_00032399,FAN_028129,,TP_2025_050,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-02,open,,True
FUP_00002681,OPP_00032400,FAN_028129,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-02,open,,True
FUP_00002682,OPP_00036179,FAN_031545,,TP_2024_058,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00002683,OPP_00012627,FAN_010799,,TP_2023_065,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-12-11,open,,True
FUP_00002684,OPP_00009412,FAN_008099,,TP_2024_016,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-06-01,open,,True
FUP_00002685,OPP_00009414,FAN_008099,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-06-01,open,,True
FUP_00002686,OPP_00031638,FAN_027447,,TP_2024_018,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-14,open,,True
FUP_00002687,OPP_00031639,FAN_027447,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-14,open,,True
FUP_00002688,OPP_00045182,FAN_039465,,TP_2024_069,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00002689,OPP_00007198,FAN_006203,,TP_2025_059,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00002690,OPP_00049823,FAN_043682,,TP_2025_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00002691,OPP_00049824,FAN_043682,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-02,open,,True
FUP_00002692,OPP_00050032,FAN_043864,,TP_2023_052,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-12-23,open,,True
FUP_00002693,OPP_00050033,FAN_043864,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-12-23,open,,True
FUP_00002694,OPP_00027182,FAN_023456,,TP_2025_035,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-22,open,,True
FUP_00002695,OPP_00027183,FAN_023456,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-22,open,,True
FUP_00002696,OPP_00038849,FAN_033879,,TP_2025_067,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-15,open,,True
FUP_00002697,OPP_00038850,FAN_033879,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-15,open,,True
FUP_00002698,OPP_00024201,FAN_020847,,TP_2025_020,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-12,open,,True
FUP_00002699,OPP_00025986,FAN_022417,,TP_2024_021,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-06-03,open,,True
FUP_00002700,OPP_00025988,FAN_022417,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-06-03,open,,True
FUP_00002701,OPP_00037970,FAN_033097,,TP_2024_058,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00002702,OPP_00044264,FAN_038676,,TP_2024_009,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-01,open,,True
FUP_00002703,OPP_00023628,FAN_020341,,TP_2025_056,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-19,open,,True
FUP_00002704,OPP_00035682,FAN_031085,,TP_2025_054,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00002705,OPP_00035683,FAN_031085,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-02,open,,True
FUP_00002706,OPP_00009062,FAN_007799,,TP_2025_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00002707,OPP_00009063,FAN_007799,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-02,open,,True
FUP_00002708,OPP_00005303,FAN_004527,,TP_2023_069,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-13,open,,True
FUP_00002709,OPP_00005305,FAN_004527,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-13,open,,True
FUP_00002710,OPP_00019658,FAN_016799,,TP_2023_059,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-08,open,,True
FUP_00002711,OPP_00026704,FAN_023066,,TP_2025_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-01,open,,True
FUP_00002712,OPP_00026705,FAN_023066,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-01,open,,True
FUP_00002713,OPP_00001712,FAN_001475,,TP_2025_056,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-14,open,,True
FUP_00002714,OPP_00002992,FAN_002508,,TP_2024_012,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-06-21,open,,True
FUP_00002715,OPP_00034440,FAN_029948,,TP_2023_039,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-07-12,open,,True
FUP_00002716,OPP_00034441,FAN_029948,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-07-12,open,,True
FUP_00002717,OPP_00001731,FAN_001497,,TP_2024_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00002718,OPP_00001732,FAN_001497,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-11,open,,True
FUP_00002719,OPP_00014536,FAN_012375,,TP_2025_033,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-18,open,,True
FUP_00002720,OPP_00014538,FAN_012375,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-18,open,,True
FUP_00002721,OPP_00011238,FAN_009650,,TP_2025_021,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-15,open,,True
FUP_00002722,OPP_00011239,FAN_009650,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-15,open,,True
FUP_00002723,OPP_00016620,FAN_014167,,TP_2025_068,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-28,open,,True
FUP_00002724,OPP_00028421,FAN_024554,,TP_2023_067,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-11,open,,True
FUP_00002725,OPP_00030840,FAN_026736,,TP_2025_033,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-18,open,,True
FUP_00002726,OPP_00044205,FAN_038617,,TP_2023_068,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-31,open,,True
FUP_00002727,OPP_00044206,FAN_038617,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-07-31,open,,True
FUP_00002728,OPP_00034387,FAN_029890,,TP_2024_053,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00002729,OPP_00042802,FAN_037393,,TP_2025_017,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-02,open,,True
FUP_00002730,OPP_00042804,FAN_037393,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-02,open,,True
FUP_00002731,OPP_00001092,FAN_000939,,TP_2024_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-01-31,open,,True
FUP_00002732,OPP_00001093,FAN_000939,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-01-31,open,,True
FUP_00002733,OPP_00046314,FAN_040483,,TP_2024_060,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-04,open,,True
FUP_00002734,OPP_00046316,FAN_040483,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-04,open,,True
FUP_00002735,OPP_00019708,FAN_016847,,TP_2024_045,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-08-15,open,,True
FUP_00002736,OPP_00019709,FAN_016847,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-08-15,open,,True
FUP_00002737,OPP_00010434,FAN_008948,,TP_2024_005,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-16,open,,True
FUP_00002738,OPP_00015792,FAN_013492,,TP_2025_052,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-16,open,,True
FUP_00002739,OPP_00015793,FAN_013492,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-16,open,,True
FUP_00002740,OPP_00050793,FAN_044562,,TP_2023_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-15,open,,True
FUP_00002741,OPP_00044586,FAN_038959,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-06-21,open,,True
FUP_00002742,OPP_00021685,FAN_018580,,TP_2023_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-13,open,,True
FUP_00002743,OPP_00036151,FAN_031515,,TP_2023_036,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-07-18,open,,True
FUP_00002744,OPP_00051072,FAN_044800,,TP_2025_036,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-07,open,,True
FUP_00002745,OPP_00051074,FAN_044800,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-07,open,,True
FUP_00002746,OPP_00039800,FAN_034760,,TP_2024_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-08,open,,True
FUP_00002747,OPP_00004921,FAN_004193,,TP_2025_068,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-10-06,open,,True
FUP_00002748,OPP_00004923,FAN_004193,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-10-06,open,,True
FUP_00002749,OPP_00013169,FAN_011262,,TP_2025_049,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-31,open,,True
FUP_00002750,OPP_00036432,FAN_031781,,TP_2023_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-12,open,,True
FUP_00002751,OPP_00035139,FAN_030614,,TP_2025_062,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-03,open,,True
FUP_00002752,OPP_00011915,FAN_010197,,TP_2024_033,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-29,open,,True
FUP_00002753,OPP_00039059,FAN_034078,,TP_2024_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-10,open,,True
FUP_00002754,OPP_00014790,FAN_012624,,TP_2023_056,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-11-24,open,,True
FUP_00002755,OPP_00014791,FAN_012624,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-11-24,open,,True
FUP_00002756,OPP_00045528,FAN_039774,,TP_2024_038,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-08-13,open,,True
FUP_00002757,OPP_00045530,FAN_039774,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-08-13,open,,True
FUP_00002758,OPP_00001418,FAN_001227,,TP_2024_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-03,open,,True
FUP_00002759,OPP_00001419,FAN_001227,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-03,open,,True
FUP_00002760,OPP_00002099,FAN_001802,,TP_2025_065,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-13,open,,True
FUP_00002761,OPP_00002100,FAN_001802,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-13,open,,True
FUP_00002762,OPP_00035761,FAN_031146,,TP_2025_044,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-17,open,,True
FUP_00002763,OPP_00035762,FAN_031146,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-17,open,,True
FUP_00002764,OPP_00036011,FAN_031358,,TP_2025_044,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-03,open,,True
FUP_00002765,OPP_00048228,FAN_042257,,TP_2024_031,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-10,open,,True
FUP_00002766,OPP_00010477,FAN_008978,,TP_2024_067,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00002767,OPP_00010478,FAN_008978,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-09,open,,True
FUP_00002768,OPP_00018157,FAN_015551,,TP_2023_053,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-02-28,open,,True
FUP_00002769,OPP_00018158,FAN_015551,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-02-28,open,,True
FUP_00002770,OPP_00046946,FAN_041029,,TP_2024_069,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00002771,OPP_00017028,FAN_014524,,TP_2025_047,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-02,open,,True
FUP_00002772,OPP_00000118,FAN_000102,,TP_2025_049,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-04,open,,True
FUP_00002773,OPP_00000120,FAN_000102,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-04,open,,True
FUP_00002774,OPP_00013472,FAN_011496,,TP_2025_043,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-19,open,,True
FUP_00002775,OPP_00023957,FAN_020620,,TP_2025_067,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-17,open,,True
FUP_00002776,OPP_00002271,FAN_001932,,TP_2025_005,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-14,open,,True
FUP_00002777,OPP_00037685,FAN_032853,,TP_2024_032,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-03,open,,True
FUP_00002778,OPP_00049070,FAN_043023,,TP_2023_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-05,open,,True
FUP_00002779,OPP_00049071,FAN_043023,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-05,open,,True
FUP_00002780,OPP_00021859,FAN_018745,,TP_2024_029,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-06,open,,True
FUP_00002781,OPP_00021860,FAN_018745,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-06,open,,True
FUP_00002782,OPP_00028529,FAN_024663,,TP_2023_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-07-11,open,,True
FUP_00002783,OPP_00028530,FAN_024663,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-07-11,open,,True
FUP_00002784,OPP_00051130,FAN_044837,,TP_2023_010,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-05-24,open,,True
FUP_00002785,OPP_00021142,FAN_018135,,TP_2025_021,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-09,open,,True
FUP_00002786,OPP_00021144,FAN_018135,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-09,open,,True
FUP_00002787,OPP_00005420,FAN_004638,,TP_2025_068,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-16,open,,True
FUP_00002788,OPP_00040055,FAN_034966,,TP_2025_067,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-15,open,,True
FUP_00002789,OPP_00040057,FAN_034966,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-15,open,,True
FUP_00002790,OPP_00003759,FAN_003167,,TP_2025_060,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-31,open,,True
FUP_00002791,OPP_00003760,FAN_003167,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-31,open,,True
FUP_00002792,OPP_00004568,FAN_003893,,TP_2025_043,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-21,open,,True
FUP_00002793,OPP_00004569,FAN_003893,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-21,open,,True
FUP_00002794,OPP_00031978,FAN_027747,,TP_2025_025,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-04,open,,True
FUP_00002795,OPP_00037672,FAN_032840,,TP_2024_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-11-10,open,,True
FUP_00002796,OPP_00037673,FAN_032840,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-11-10,open,,True
FUP_00002797,OPP_00001165,FAN_000997,,TP_2024_058,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-01-14,open,,True
FUP_00002798,OPP_00001166,FAN_000997,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-01-14,open,,True
FUP_00002799,OPP_00038622,FAN_033686,,TP_2024_014,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-06-12,open,,True
FUP_00002800,OPP_00038623,FAN_033686,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-06-12,open,,True
FUP_00002801,OPP_00023753,FAN_020436,,TP_2025_009,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-05,open,,True
FUP_00002802,OPP_00022245,FAN_019070,,TP_2025_064,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-13,open,,True
FUP_00002803,OPP_00022246,FAN_019070,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-13,open,,True
FUP_00002804,OPP_00005129,FAN_004353,,TP_2024_019,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-29,open,,True
FUP_00002805,OPP_00050454,FAN_044246,,TP_2023_068,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-12,open,,True
FUP_00002806,OPP_00008084,FAN_006963,,TP_2025_068,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-10-04,open,,True
FUP_00002807,OPP_00008085,FAN_006963,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-10-04,open,,True
FUP_00002808,OPP_00026013,FAN_022435,,TP_2025_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-15,open,,True
FUP_00002809,OPP_00026014,FAN_022435,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-15,open,,True
FUP_00002810,OPP_00039065,FAN_034084,,TP_2024_064,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-06,open,,True
FUP_00002811,OPP_00035286,FAN_030746,,TP_2025_002,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00002812,OPP_00028769,FAN_024895,,TP_2024_020,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-09,open,,True
FUP_00002813,OPP_00028770,FAN_024895,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-09,open,,True
FUP_00002814,OPP_00004508,FAN_003844,,TP_2025_027,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-16,open,,True
FUP_00002815,OPP_00004509,FAN_003844,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-16,open,,True
FUP_00002816,OPP_00031465,FAN_027294,,TP_2025_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-14,open,,True
FUP_00002817,OPP_00045643,FAN_039883,,TP_2025_016,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-16,open,,True
FUP_00002818,OPP_00045645,FAN_039883,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-16,open,,True
FUP_00002819,OPP_00005432,FAN_004644,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-18,open,,True
FUP_00002820,OPP_00046149,FAN_040358,,TP_2023_039,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-07-30,open,,True
FUP_00002821,OPP_00046150,FAN_040358,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-07-30,open,,True
FUP_00002822,OPP_00045203,FAN_039484,,TP_2023_053,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-03-12,open,,True
FUP_00002823,OPP_00046893,FAN_040991,,TP_2024_012,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-08-12,open,,True
FUP_00002824,OPP_00005426,FAN_004640,,TP_2023_056,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-08-15,open,,True
FUP_00002825,OPP_00049391,FAN_043297,,TP_2025_029,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-14,open,,True
FUP_00002826,OPP_00049392,FAN_043297,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-14,open,,True
FUP_00002827,OPP_00044096,FAN_038519,,TP_2025_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-17,open,,True
FUP_00002828,OPP_00044097,FAN_038519,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-17,open,,True
FUP_00002829,OPP_00014540,FAN_012377,,TP_2025_018,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-22,open,,True
FUP_00002830,OPP_00014541,FAN_012377,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-22,open,,True
FUP_00002831,OPP_00048374,FAN_042410,,TP_2025_054,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-31,open,,True
FUP_00002832,OPP_00023920,FAN_020585,,TP_2024_043,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-17,open,,True
FUP_00002833,OPP_00009646,FAN_008301,,TP_2024_068,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-19,open,,True
FUP_00002834,OPP_00009647,FAN_008301,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-19,open,,True
FUP_00002835,OPP_00010412,FAN_008929,,TP_2024_014,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00002836,OPP_00042868,FAN_037455,,TP_2025_060,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-28,open,,True
FUP_00002837,OPP_00048503,FAN_042520,,TP_2024_024,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-24,open,,True
FUP_00002838,OPP_00049663,FAN_043551,,TP_2023_042,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-07-18,open,,True
