account_id,account_name,account_type,account_owner,industry,city,zip_code,first_purchase_date,last_purchase_date,renewal_status,corporate_prospect_flag,synthetic_data_flag
ACCT_00202,Synthetic Community Group Account 0202,community_group,Business Development Rep,community,Madison,35758,2023-06-21,2025-08-16,active,False,True
ACCT_00203,Synthetic Community Group Account 0203,community_group,Sales Rep A,community,Decatur,35601,2024-06-06,2025-05-11,active,False,True
ACCT_00204,Synthetic Youth Sports Account 0204,youth_sports,Group Sales Rep B,youth_sports,Decatur,35601,2023-05-24,2023-06-22,active,False,True
ACCT_00205,Synthetic Corporate Account 0205,corporate,Sales Rep B,construction,Huntsville,35801,2024-07-04,2024-07-25,active,True,True
ACCT_00206,Synthetic Youth Sports Account 0206,youth_sports,Group Sales Rep A,youth_sports,Hazel Green,35750,2024-06-07,2024-09-07,renewal_target,False,True
ACCT_00207,Synthetic Youth Sports Account 0207,youth_sports,Group Sales Rep B,youth_sports,Cullman,35055,2025-06-19,2025-06-21,renewal_target,False,True
ACCT_00208,Synthetic Corporate Account 0208,corporate,Sales Rep B,manufacturing,Harvest,35749,2024-06-21,2025-04-10,new,True,True
ACCT_00209,Synthetic School Account 0209,school,Group Sales Rep B,education,Decatur,35601,2024-07-14,2025-04-24,active,False,True
ACCT_00210,Synthetic Community Group Account 0210,community_group,Sales Rep B,community,Meridianville,35759,2023-07-04,2024-07-26,renewal_target,True,True
ACCT_00211,Synthetic Community Group Account 0211,community_group,Sales Rep B,community,Meridianville,35759,2023-04-22,2023-09-09,new,False,True
ACCT_00212,Synthetic School Account 0212,school,Sales Rep A,education,Cullman,35055,2023-06-21,2025-07-03,active,False,True
ACCT_00213,Synthetic Youth Sports Account 0213,youth_sports,Business Development Rep,youth_sports,Hazel Green,35750,2024-04-28,2025-05-27,active,False,True
ACCT_00214,Synthetic School Account 0214,school,Business Development Rep,education,Owens Cross Roads,35763,2023-04-06,2024-09-01,lapsed,False,True
ACCT_00215,Synthetic Corporate Account 0215,corporate,Group Sales Rep A,professional_services,Madison,35758,2023-08-13,2025-06-21,active,True,True
ACCT_00216,Synthetic Corporate Account 0216,corporate,Sales Rep A,technology,Cullman,35055,2025-04-06,2025-07-30,active,True,True
ACCT_00217,Synthetic Corporate Account 0217,corporate,Group Sales Rep B,professional_services,Hazel Green,35750,2025-07-03,2025-08-31,new,True,True
ACCT_00218,Synthetic Community Group Account 0218,community_group,Group Sales Rep A,community,Madison,35758,2024-05-22,2025-09-12,active,False,True
ACCT_00219,Synthetic Corporate Account 0219,corporate,Group Sales Rep B,finance,Athens,35611,2024-07-24,2024-09-06,active,True,True
ACCT_00220,Synthetic Community Group Account 0220,community_group,Sales Rep B,community,Hazel Green,35750,2025-05-28,2025-08-30,renewal_target,True,True
ACCT_00221,Synthetic Church Account 0221,church,Group Sales Rep B,faith_community,Huntsville,35801,2023-04-21,2023-07-04,active,False,True
ACCT_00222,Synthetic Youth Sports Account 0222,youth_sports,Sales Rep A,youth_sports,Owens Cross Roads,35763,2024-08-09,2025-05-06,renewal_target,False,True
ACCT_00223,Synthetic School Account 0223,school,Sales Rep A,education,Hazel Green,35750,2024-08-30,2025-06-22,renewal_target,False,True
ACCT_00224,Synthetic School Account 0224,school,Group Sales Rep B,education,Decatur,35601,2023-05-25,2024-04-14,active,False,True
ACCT_00225,Synthetic Community Group Account 0225,community_group,Sales Rep B,community,Cullman,35055,2023-08-09,2025-06-17,active,False,True
ACCT_00226,Synthetic Community Group Account 0226,community_group,Sales Rep A,community,Owens Cross Roads,35763,2024-05-26,2025-06-12,active,False,True
ACCT_00227,Synthetic Youth Sports Account 0227,youth_sports,Sales Rep C,youth_sports,Owens Cross Roads,35763,2023-08-23,2025-06-15,new,False,True
ACCT_00228,Synthetic Community Group Account 0228,community_group,Sales Rep A,community,Owens Cross Roads,35763,2024-05-07,2025-08-02,renewal_target,False,True
ACCT_00229,Synthetic Corporate Account 0229,corporate,Sales Rep A,manufacturing,Athens,35611,2025-04-22,2025-05-29,new,True,True
ACCT_00230,Synthetic Corporate Account 0230,corporate,Sales Rep C,construction,Owens Cross Roads,35763,2025-04-13,2025-09-14,active,True,True
ACCT_00231,Synthetic Church Account 0231,church,Group Sales Rep A,faith_community,Harvest,35749,2023-06-11,2025-06-11,active,False,True
ACCT_00232,Synthetic Youth Sports Account 0232,youth_sports,Group Sales Rep B,youth_sports,Harvest,35749,2024-05-23,2025-09-10,lapsed,False,True
ACCT_00233,Synthetic Youth Sports Account 0233,youth_sports,Sales Rep A,youth_sports,Owens Cross Roads,35763,2023-08-12,2025-08-30,renewal_target,False,True
ACCT_00234,Synthetic School Account 0234,school,Sales Rep A,education,Florence,35630,2023-09-08,2024-07-09,active,False,True
ACCT_00235,Synthetic Youth Sports Account 0235,youth_sports,Sales Rep B,youth_sports,Owens Cross Roads,35763,2023-08-13,2025-04-04,renewal_target,False,True
ACCT_00236,Synthetic Church Account 0236,church,Sales Rep B,faith_community,Cullman,35055,2023-07-25,2025-08-26,lapsed,False,True
ACCT_00237,Synthetic Corporate Account 0237,corporate,Business Development Rep,finance,Hazel Green,35750,2023-07-04,2023-08-12,active,True,True
ACCT_00238,Synthetic School Account 0238,school,Business Development Rep,education,Owens Cross Roads,35763,2024-09-03,2025-08-28,lapsed,True,True
ACCT_00239,Synthetic Youth Sports Account 0239,youth_sports,Group Sales Rep B,youth_sports,Harvest,35749,2025-05-28,2025-07-31,renewal_target,True,True
ACCT_00240,Synthetic Youth Sports Account 0240,youth_sports,Group Sales Rep B,youth_sports,Athens,35611,2024-07-28,2025-05-28,new,False,True
ACCT_00241,Synthetic School Account 0241,school,Business Development Rep,education,Hazel Green,35750,2024-05-12,2025-08-28,new,False,True
ACCT_00242,Synthetic Community Group Account 0242,community_group,Sales Rep A,community,Harvest,35749,2023-07-25,2023-07-26,renewal_target,False,True
ACCT_00243,Synthetic Church Account 0243,church,Sales Rep B,faith_community,Meridianville,35759,2024-05-07,2025-07-30,active,False,True
ACCT_00244,Synthetic School Account 0244,school,Sales Rep C,education,Decatur,35601,2023-08-11,2024-07-05,new,False,True
ACCT_00245,Synthetic Local Business Account 0245,local_business,Sales Rep B,retail,Decatur,35601,2023-06-23,2024-08-11,new,True,True
ACCT_00246,Synthetic Corporate Account 0246,corporate,Sales Rep C,manufacturing,Madison,35758,2023-04-08,2023-06-25,new,True,True
ACCT_00247,Synthetic Church Account 0247,church,Business Development Rep,faith_community,Hazel Green,35750,2024-09-07,2025-07-01,renewal_target,False,True
ACCT_00248,Synthetic Nonprofit Account 0248,nonprofit,Sales Rep B,nonprofit,Cullman,35055,2025-06-01,2025-07-03,new,True,True
ACCT_00249,Synthetic Church Account 0249,church,Group Sales Rep B,faith_community,Florence,35630,2024-07-26,2024-08-11,active,False,True
ACCT_00250,Synthetic Community Group Account 0250,community_group,Business Development Rep,community,Decatur,35601,2024-04-24,2025-07-18,active,False,True
ACCT_00251,Synthetic Local Business Account 0251,local_business,Sales Rep B,restaurant,Harvest,35749,2024-08-08,2025-05-06,active,True,True
ACCT_00252,Synthetic Local Business Account 0252,local_business,Sales Rep B,restaurant,Florence,35630,2024-04-14,2025-08-17,new,True,True
ACCT_00253,Synthetic School Account 0253,school,Sales Rep A,education,Hazel Green,35750,2024-06-19,2025-05-09,active,False,True
ACCT_00254,Synthetic Corporate Account 0254,corporate,Sales Rep C,construction,Madison,35758,2025-04-11,2025-06-19,active,True,True
ACCT_00255,Synthetic Corporate Account 0255,corporate,Sales Rep A,construction,Madison,35758,2024-04-24,2025-08-26,renewal_target,True,True
ACCT_00256,Synthetic School Account 0256,school,Group Sales Rep B,education,Hazel Green,35750,2023-07-29,2024-05-07,active,False,True
ACCT_00257,Synthetic School Account 0257,school,Sales Rep A,education,Athens,35611,2024-08-07,2024-09-01,active,True,True
ACCT_00258,Synthetic Corporate Account 0258,corporate,Group Sales Rep A,technology,Huntsville,35801,2024-08-06,2025-05-06,renewal_target,True,True
ACCT_00259,Synthetic Youth Sports Account 0259,youth_sports,Group Sales Rep A,youth_sports,Decatur,35601,2024-05-10,2024-08-28,new,False,True
ACCT_00260,Synthetic Church Account 0260,church,Business Development Rep,faith_community,Harvest,35749,2023-07-09,2025-04-12,renewal_target,False,True
ACCT_00261,Synthetic Corporate Account 0261,corporate,Business Development Rep,manufacturing,Decatur,35601,2023-06-24,2024-06-23,active,True,True
ACCT_00262,Synthetic Youth Sports Account 0262,youth_sports,Group Sales Rep B,youth_sports,Florence,35630,2024-05-11,2024-09-07,new,False,True
ACCT_00263,Synthetic Corporate Account 0263,corporate,Group Sales Rep A,technology,Huntsville,35801,2023-07-27,2025-08-01,new,True,True
ACCT_00264,Synthetic Youth Sports Account 0264,youth_sports,Group Sales Rep A,youth_sports,Athens,35611,2023-06-20,2024-08-07,lapsed,False,True
ACCT_00265,Synthetic Corporate Account 0265,corporate,Business Development Rep,construction,Harvest,35749,2023-06-25,2025-06-22,active,True,True
ACCT_00266,Synthetic School Account 0266,school,Sales Rep C,education,Hazel Green,35750,2024-04-10,2025-09-12,lapsed,False,True
ACCT_00267,Synthetic Church Account 0267,church,Sales Rep B,faith_community,Harvest,35749,2023-05-25,2024-05-09,lapsed,False,True
ACCT_00268,Synthetic Corporate Account 0268,corporate,Sales Rep B,professional_services,Huntsville,35801,2023-08-12,2024-04-12,renewal_target,True,True
ACCT_00269,Synthetic Corporate Account 0269,corporate,Sales Rep C,finance,Athens,35611,2023-06-24,2025-05-27,active,True,True
ACCT_00270,Synthetic Local Business Account 0270,local_business,Sales Rep B,restaurant,Owens Cross Roads,35763,2023-04-18,2024-04-11,new,True,True
ACCT_00271,Synthetic Nonprofit Account 0271,nonprofit,Group Sales Rep B,nonprofit,Hazel Green,35750,2023-04-21,2024-08-10,active,False,True
ACCT_00272,Synthetic Church Account 0272,church,Business Development Rep,faith_community,Athens,35611,2023-08-27,2025-04-27,renewal_target,False,True
ACCT_00273,Synthetic School Account 0273,school,Sales Rep B,education,Hazel Green,35750,2023-07-07,2024-06-18,new,False,True
ACCT_00274,Synthetic Church Account 0274,church,Sales Rep A,faith_community,Harvest,35749,2023-04-19,2025-07-20,active,False,True
ACCT_00275,Synthetic Local Business Account 0275,local_business,Sales Rep C,service_business,Madison,35758,2025-04-06,2025-08-12,new,True,True
ACCT_00276,Synthetic Church Account 0276,church,Group Sales Rep A,faith_community,Meridianville,35759,2023-06-09,2025-07-03,new,False,True
ACCT_00277,Synthetic Church Account 0277,church,Sales Rep B,faith_community,Athens,35611,2023-07-26,2025-04-25,lapsed,False,True
ACCT_00278,Synthetic Community Group Account 0278,community_group,Sales Rep A,community,Madison,35758,2023-06-09,2023-09-07,renewal_target,False,True
ACCT_00279,Synthetic Youth Sports Account 0279,youth_sports,Group Sales Rep A,youth_sports,Huntsville,35801,2025-04-10,2025-04-25,lapsed,False,True
ACCT_00280,Synthetic Corporate Account 0280,corporate,Group Sales Rep B,technology,Florence,35630,2024-05-25,2024-07-23,lapsed,True,True
ACCT_00281,Synthetic School Account 0281,school,Sales Rep A,education,Harvest,35749,2023-08-27,2025-05-28,new,True,True
ACCT_00282,Synthetic Corporate Account 0282,corporate,Sales Rep A,finance,Madison,35758,2023-04-21,2024-09-06,active,True,True
ACCT_00283,Synthetic Corporate Account 0283,corporate,Group Sales Rep A,construction,Cullman,35055,2023-05-25,2023-08-22,renewal_target,True,True
ACCT_00284,Synthetic Local Business Account 0284,local_business,Business Development Rep,restaurant,Decatur,35601,2023-05-17,2024-04-26,active,True,True
ACCT_00285,Synthetic Youth Sports Account 0285,youth_sports,Business Development Rep,youth_sports,Owens Cross Roads,35763,2023-04-07,2023-07-25,active,False,True
ACCT_00286,Synthetic School Account 0286,school,Group Sales Rep B,education,Decatur,35601,2023-06-06,2024-07-28,new,False,True
ACCT_00287,Synthetic Youth Sports Account 0287,youth_sports,Business Development Rep,youth_sports,Hazel Green,35750,2024-07-05,2025-07-30,new,False,True
ACCT_00288,Synthetic Local Business Account 0288,local_business,Sales Rep A,retail,Florence,35630,2023-07-08,2025-08-30,new,True,True
ACCT_00289,Synthetic Church Account 0289,church,Group Sales Rep A,faith_community,Athens,35611,2023-05-24,2024-09-01,active,False,True
ACCT_00290,Synthetic School Account 0290,school,Group Sales Rep A,education,Cullman,35055,2023-07-07,2024-09-06,active,False,True
ACCT_00291,Synthetic Corporate Account 0291,corporate,Group Sales Rep B,finance,Cullman,35055,2023-09-07,2024-08-29,active,True,True
ACCT_00292,Synthetic Youth Sports Account 0292,youth_sports,Business Development Rep,youth_sports,Florence,35630,2023-05-07,2023-05-18,renewal_target,False,True
ACCT_00293,Synthetic Church Account 0293,church,Sales Rep A,faith_community,Meridianville,35759,2025-04-23,2025-05-07,lapsed,False,True
ACCT_00294,Synthetic Church Account 0294,church,Sales Rep C,faith_community,Harvest,35749,2025-05-11,2025-08-03,new,False,True
ACCT_00295,Synthetic Community Group Account 0295,community_group,Sales Rep C,community,Hazel Green,35750,2023-04-22,2025-08-13,lapsed,False,True
ACCT_00296,Synthetic Church Account 0296,church,Group Sales Rep B,faith_community,Meridianville,35759,2023-07-08,2024-08-08,active,False,True
ACCT_00297,Synthetic School Account 0297,school,Sales Rep B,education,Huntsville,35801,2025-05-28,2025-09-12,new,False,True
ACCT_00298,Synthetic Nonprofit Account 0298,nonprofit,Sales Rep A,nonprofit,Florence,35630,2023-05-03,2023-08-09,active,False,True
ACCT_00299,Synthetic Corporate Account 0299,corporate,Sales Rep A,professional_services,Decatur,35601,2023-07-05,2023-09-07,active,True,True
ACCT_00300,Synthetic School Account 0300,school,Sales Rep C,education,Decatur,35601,2024-05-11,2025-04-11,active,False,True
ACCT_00301,Synthetic Community Group Account 0301,community_group,Sales Rep B,community,Harvest,35749,2023-07-07,2023-08-11,active,False,True
ACCT_00302,Synthetic Community Group Account 0302,community_group,Group Sales Rep A,community,Cullman,35055,2023-06-08,2024-09-05,active,False,True
ACCT_00303,Synthetic Corporate Account 0303,corporate,Sales Rep A,technology,Madison,35758,2023-05-27,2025-04-09,active,True,True
ACCT_00304,Synthetic School Account 0304,school,Sales Rep C,education,Florence,35630,2023-08-13,2025-07-18,active,False,True
ACCT_00305,Synthetic Corporate Account 0305,corporate,Business Development Rep,professional_services,Cullman,35055,2023-06-10,2025-04-05,new,True,True
ACCT_00306,Synthetic Community Group Account 0306,community_group,Sales Rep A,community,Huntsville,35801,2024-05-25,2024-07-04,active,False,True
ACCT_00307,Synthetic Nonprofit Account 0307,nonprofit,Sales Rep A,nonprofit,Meridianville,35759,2025-04-13,2025-05-09,active,False,True
ACCT_00308,Synthetic School Account 0308,school,Sales Rep A,education,Owens Cross Roads,35763,2025-05-06,2025-08-16,renewal_target,False,True
ACCT_00309,Synthetic Local Business Account 0309,local_business,Sales Rep B,restaurant,Meridianville,35759,2023-08-13,2024-08-29,lapsed,True,True
ACCT_00310,Synthetic School Account 0310,school,Sales Rep C,education,Harvest,35749,2023-04-21,2024-07-09,new,False,True
ACCT_00311,Synthetic School Account 0311,school,Business Development Rep,education,Huntsville,35801,2025-04-23,2025-06-11,active,False,True
ACCT_00312,Synthetic Community Group Account 0312,community_group,Group Sales Rep A,community,Decatur,35601,2023-09-09,2025-08-13,active,False,True
ACCT_00313,Synthetic School Account 0313,school,Group Sales Rep A,education,Madison,35758,2023-05-02,2023-05-19,active,False,True
ACCT_00314,Synthetic Youth Sports Account 0314,youth_sports,Sales Rep C,youth_sports,Harvest,35749,2025-06-12,2025-09-13,new,False,True
ACCT_00315,Synthetic Corporate Account 0315,corporate,Group Sales Rep B,manufacturing,Harvest,35749,2023-08-25,2025-08-16,active,True,True
ACCT_00316,Synthetic Church Account 0316,church,Sales Rep A,faith_community,Athens,35611,2023-08-11,2024-08-11,active,False,True
ACCT_00317,Synthetic Corporate Account 0317,corporate,Business Development Rep,finance,Hazel Green,35750,2024-05-26,2024-08-09,new,True,True
ACCT_00318,Synthetic School Account 0318,school,Group Sales Rep B,education,Owens Cross Roads,35763,2023-05-28,2024-07-25,active,False,True
ACCT_00319,Synthetic Local Business Account 0319,local_business,Business Development Rep,retail,Owens Cross Roads,35763,2025-07-29,2025-07-31,active,True,True
ACCT_00320,Synthetic Nonprofit Account 0320,nonprofit,Business Development Rep,nonprofit,Florence,35630,2024-08-28,2025-07-18,new,False,True
ACCT_00321,Synthetic Youth Sports Account 0321,youth_sports,Group Sales Rep A,youth_sports,Florence,35630,2023-08-10,2024-05-22,renewal_target,False,True
ACCT_00322,Synthetic Local Business Account 0322,local_business,Sales Rep C,service_business,Cullman,35055,2024-05-22,2025-05-07,active,True,True
ACCT_00323,Synthetic School Account 0323,school,Business Development Rep,education,Cullman,35055,2025-04-24,2025-05-30,active,False,True
ACCT_00324,Synthetic Church Account 0324,church,Group Sales Rep A,faith_community,Harvest,35749,2023-04-23,2025-06-19,active,False,True
ACCT_00325,Synthetic Youth Sports Account 0325,youth_sports,Business Development Rep,youth_sports,Huntsville,35801,2024-06-23,2024-07-04,new,False,True
ACCT_00326,Synthetic Nonprofit Account 0326,nonprofit,Sales Rep B,nonprofit,Madison,35758,2024-05-25,2025-05-27,new,False,True
ACCT_00327,Synthetic Youth Sports Account 0327,youth_sports,Business Development Rep,youth_sports,Owens Cross Roads,35763,2023-05-02,2024-04-14,renewal_target,False,True
ACCT_00328,Synthetic Youth Sports Account 0328,youth_sports,Sales Rep A,youth_sports,Decatur,35601,2023-07-05,2024-05-25,active,False,True
ACCT_00329,Synthetic Nonprofit Account 0329,nonprofit,Sales Rep A,nonprofit,Owens Cross Roads,35763,2023-07-09,2025-05-09,renewal_target,False,True
ACCT_00330,Synthetic Local Business Account 0330,local_business,Sales Rep B,service_business,Hazel Green,35750,2023-07-28,2024-08-31,active,True,True
ACCT_00331,Synthetic Church Account 0331,church,Group Sales Rep B,faith_community,Athens,35611,2023-07-27,2025-08-13,active,False,True
ACCT_00332,Synthetic Corporate Account 0332,corporate,Group Sales Rep A,manufacturing,Harvest,35749,2023-05-20,2023-07-26,active,True,True
ACCT_00333,Synthetic Youth Sports Account 0333,youth_sports,Sales Rep C,youth_sports,Cullman,35055,2024-04-14,2025-08-16,active,False,True
ACCT_00334,Synthetic Corporate Account 0334,corporate,Sales Rep A,manufacturing,Owens Cross Roads,35763,2023-07-25,2023-09-05,active,True,True
ACCT_00335,Synthetic Corporate Account 0335,corporate,Sales Rep C,professional_services,Huntsville,35801,2024-07-28,2025-06-18,new,True,True
ACCT_00336,Synthetic Community Group Account 0336,community_group,Business Development Rep,community,Huntsville,35801,2023-09-05,2025-04-08,new,False,True
ACCT_00337,Synthetic Corporate Account 0337,corporate,Group Sales Rep A,manufacturing,Athens,35611,2024-08-10,2025-05-11,new,True,True
ACCT_00338,Synthetic Healthcare Account 0338,healthcare,Sales Rep A,healthcare,Florence,35630,2024-05-11,2025-08-01,lapsed,True,True
ACCT_00339,Synthetic Corporate Account 0339,corporate,Business Development Rep,technology,Athens,35611,2023-07-30,2025-06-10,renewal_target,True,True
ACCT_00340,Synthetic Church Account 0340,church,Group Sales Rep B,faith_community,Harvest,35749,2024-04-12,2024-04-23,new,False,True
ACCT_00341,Synthetic Corporate Account 0341,corporate,Sales Rep B,construction,Harvest,35749,2023-07-04,2024-04-14,new,True,True
ACCT_00342,Synthetic Corporate Account 0342,corporate,Group Sales Rep A,professional_services,Harvest,35749,2023-09-06,2024-06-06,new,True,True
ACCT_00343,Synthetic School Account 0343,school,Group Sales Rep B,education,Owens Cross Roads,35763,2023-05-19,2025-05-11,active,False,True
ACCT_00344,Synthetic Church Account 0344,church,Business Development Rep,faith_community,Meridianville,35759,2023-04-06,2025-07-29,new,False,True
ACCT_00345,Synthetic Community Group Account 0345,community_group,Sales Rep C,community,Huntsville,35801,2023-04-06,2024-04-24,renewal_target,False,True
ACCT_00346,Synthetic School Account 0346,school,Sales Rep B,education,Decatur,35601,2023-05-16,2023-09-09,active,True,True
ACCT_00347,Synthetic Local Business Account 0347,local_business,Sales Rep A,service_business,Meridianville,35759,2025-05-28,2025-09-14,active,True,True
ACCT_00348,Synthetic Corporate Account 0348,corporate,Business Development Rep,professional_services,Harvest,35749,2023-06-10,2023-07-30,active,True,True
ACCT_00349,Synthetic Corporate Account 0349,corporate,Sales Rep C,technology,Harvest,35749,2023-09-09,2025-08-16,new,True,True
ACCT_00350,Synthetic Nonprofit Account 0350,nonprofit,Group Sales Rep B,nonprofit,Harvest,35749,2025-04-06,2025-08-15,lapsed,False,True
ACCT_00351,Synthetic Youth Sports Account 0351,youth_sports,Sales Rep B,youth_sports,Meridianville,35759,2023-07-05,2024-08-31,lapsed,False,True
ACCT_00352,Synthetic Corporate Account 0352,corporate,Sales Rep A,manufacturing,Athens,35611,2023-05-24,2024-04-23,new,True,True
ACCT_00353,Synthetic School Account 0353,school,Group Sales Rep B,education,Decatur,35601,2023-07-26,2024-09-03,renewal_target,False,True
ACCT_00354,Synthetic Corporate Account 0354,corporate,Sales Rep B,finance,Huntsville,35801,2023-08-26,2023-09-05,renewal_target,True,True
ACCT_00355,Synthetic School Account 0355,school,Sales Rep A,education,Cullman,35055,2024-07-14,2025-08-01,active,False,True
ACCT_00356,Synthetic Nonprofit Account 0356,nonprofit,Sales Rep C,nonprofit,Huntsville,35801,2024-05-24,2025-04-10,active,False,True
ACCT_00357,Synthetic Healthcare Account 0357,healthcare,Business Development Rep,healthcare,Owens Cross Roads,35763,2024-07-12,2024-08-06,renewal_target,True,True
ACCT_00358,Synthetic Church Account 0358,church,Sales Rep B,faith_community,Hazel Green,35750,2024-07-10,2025-08-15,renewal_target,False,True
ACCT_00359,Synthetic Corporate Account 0359,corporate,Business Development Rep,finance,Huntsville,35801,2024-04-24,2025-04-13,active,True,True
ACCT_00360,Synthetic Corporate Account 0360,corporate,Business Development Rep,finance,Cullman,35055,2023-09-10,2024-08-30,new,True,True
ACCT_00361,Synthetic Community Group Account 0361,community_group,Sales Rep B,community,Hazel Green,35750,2023-05-18,2024-06-21,renewal_target,False,True
ACCT_00362,Synthetic Corporate Account 0362,corporate,Sales Rep A,construction,Meridianville,35759,2023-07-06,2025-08-27,active,True,True
ACCT_00363,Synthetic Corporate Account 0363,corporate,Business Development Rep,construction,Meridianville,35759,2025-06-17,2025-06-22,new,True,True
ACCT_00364,Synthetic School Account 0364,school,Group Sales Rep B,education,Madison,35758,2024-05-08,2024-05-10,active,False,True
ACCT_00365,Synthetic Local Business Account 0365,local_business,Business Development Rep,service_business,Athens,35611,2023-05-03,2025-06-21,renewal_target,True,True
ACCT_00366,Synthetic Church Account 0366,church,Sales Rep C,faith_community,Florence,35630,2023-07-26,2024-06-07,renewal_target,False,True
ACCT_00367,Synthetic Nonprofit Account 0367,nonprofit,Sales Rep A,nonprofit,Hazel Green,35750,2024-05-10,2024-07-10,new,False,True
ACCT_00368,Synthetic Youth Sports Account 0368,youth_sports,Sales Rep C,youth_sports,Florence,35630,2023-08-24,2024-06-21,new,False,True
ACCT_00369,Synthetic Youth Sports Account 0369,youth_sports,Group Sales Rep B,youth_sports,Athens,35611,2023-05-20,2025-05-29,renewal_target,False,True
ACCT_00370,Synthetic Nonprofit Account 0370,nonprofit,Group Sales Rep A,nonprofit,Cullman,35055,2024-07-05,2025-04-05,new,True,True
ACCT_00371,Synthetic Nonprofit Account 0371,nonprofit,Sales Rep B,nonprofit,Harvest,35749,2025-04-05,2025-04-12,active,False,True
ACCT_00372,Synthetic Corporate Account 0372,corporate,Sales Rep B,technology,Hazel Green,35750,2023-08-22,2025-06-01,active,True,True
ACCT_00373,Synthetic School Account 0373,school,Group Sales Rep A,education,Madison,35758,2023-07-06,2025-04-23,new,False,True
ACCT_00374,Synthetic School Account 0374,school,Business Development Rep,education,Owens Cross Roads,35763,2024-07-13,2025-08-03,active,False,True
ACCT_00375,Synthetic Local Business Account 0375,local_business,Sales Rep A,restaurant,Florence,35630,2024-07-11,2025-05-31,lapsed,True,True
ACCT_00376,Synthetic Youth Sports Account 0376,youth_sports,Sales Rep A,youth_sports,Meridianville,35759,2025-06-12,2025-09-12,renewal_target,False,True
ACCT_00377,Synthetic School Account 0377,school,Group Sales Rep A,education,Owens Cross Roads,35763,2023-05-21,2025-04-05,renewal_target,False,True
ACCT_00378,Synthetic Local Business Account 0378,local_business,Group Sales Rep A,retail,Hazel Green,35750,2024-04-10,2024-08-31,renewal_target,True,True
ACCT_00379,Synthetic School Account 0379,school,Sales Rep B,education,Hazel Green,35750,2023-07-28,2023-09-08,active,False,True
ACCT_00380,Synthetic Local Business Account 0380,local_business,Sales Rep B,service_business,Madison,35758,2023-06-08,2024-08-11,active,True,True
ACCT_00381,Synthetic School Account 0381,school,Sales Rep C,education,Hazel Green,35750,2024-04-23,2025-06-13,renewal_target,False,True
ACCT_00382,Synthetic Nonprofit Account 0382,nonprofit,Business Development Rep,nonprofit,Athens,35611,2024-04-23,2024-05-26,active,False,True
ACCT_00383,Synthetic Corporate Account 0383,corporate,Group Sales Rep A,manufacturing,Harvest,35749,2023-05-19,2025-08-02,active,True,True
ACCT_00384,Synthetic Community Group Account 0384,community_group,Group Sales Rep A,community,Decatur,35601,2023-08-11,2024-06-06,active,False,True
ACCT_00385,Synthetic Church Account 0385,church,Group Sales Rep A,faith_community,Meridianville,35759,2023-07-04,2024-07-06,active,False,True
ACCT_00386,Synthetic School Account 0386,school,Group Sales Rep A,education,Athens,35611,2023-05-18,2023-06-10,active,False,True
ACCT_00387,Synthetic Corporate Account 0387,corporate,Sales Rep A,finance,Harvest,35749,2023-06-11,2024-04-10,active,True,True
ACCT_00388,Synthetic Corporate Account 0388,corporate,Sales Rep C,manufacturing,Cullman,35055,2024-05-26,2024-06-08,lapsed,True,True
ACCT_00389,Synthetic Community Group Account 0389,community_group,Group Sales Rep B,community,Decatur,35601,2023-08-26,2025-08-17,new,False,True
ACCT_00390,Synthetic Community Group Account 0390,community_group,Group Sales Rep B,community,Athens,35611,2025-04-04,2025-09-11,lapsed,False,True
ACCT_00391,Synthetic Church Account 0391,church,Group Sales Rep A,faith_community,Madison,35758,2024-04-26,2025-09-12,active,False,True
ACCT_00392,Synthetic School Account 0392,school,Sales Rep A,education,Owens Cross Roads,35763,2023-09-09,2025-06-01,active,False,True
ACCT_00393,Synthetic School Account 0393,school,Group Sales Rep A,education,Madison,35758,2023-08-24,2025-05-30,active,False,True
ACCT_00394,Synthetic Nonprofit Account 0394,nonprofit,Group Sales Rep A,nonprofit,Cullman,35055,2023-05-07,2023-06-06,new,False,True
ACCT_00395,Synthetic Corporate Account 0395,corporate,Sales Rep C,technology,Huntsville,35801,2023-06-21,2025-05-06,lapsed,True,True
ACCT_00396,Synthetic Church Account 0396,church,Sales Rep B,faith_community,Athens,35611,2024-05-25,2025-06-17,active,False,True
ACCT_00397,Synthetic Church Account 0397,church,Business Development Rep,faith_community,Meridianville,35759,2023-07-28,2024-07-04,lapsed,False,True
ACCT_00398,Synthetic Youth Sports Account 0398,youth_sports,Group Sales Rep A,youth_sports,Harvest,35749,2023-09-07,2025-04-23,new,False,True
ACCT_00399,Synthetic Corporate Account 0399,corporate,Business Development Rep,professional_services,Owens Cross Roads,35763,2023-05-28,2025-06-14,active,True,True
ACCT_00400,Synthetic Local Business Account 0400,local_business,Sales Rep C,restaurant,Florence,35630,2024-07-05,2025-08-02,active,True,True
ACCT_00401,Synthetic School Account 0401,school,Sales Rep A,education,Harvest,35749,2023-06-09,2025-05-06,new,False,True
ACCT_00402,Synthetic Community Group Account 0402,community_group,Sales Rep C,community,Owens Cross Roads,35763,2025-04-24,2025-04-27,new,False,True
ACCT_00403,Synthetic Corporate Account 0403,corporate,Sales Rep B,technology,Cullman,35055,2024-05-23,2024-09-08,active,True,True
